"ref_num","category"
"AK-000216","Family Planning Providers"
"AK-000216","Federally Qualified Health Centers - Medical Services"
"AK-000216","Rural Health Clinics"
"AK-000216","Ryan White Providers"
"AK-000216","Tribal Health Program operated under P.L. 93-638"
"AK-000217","Dental Providers"
"AK-000217","Federally Qualified Health Centers - Medical Services"
"AK-000218","Federally Qualified Health Centers - Medical Services"
"AK-000219","Other ECP Providers"
"AK-000220","Indian Health Service"
"AK-000220","Other ECP Providers"
"AK-000221","Federally Qualified Health Centers - Medical Services"
"AK-000222","Other ECP Providers"
"AL-000223","Family Planning Providers"
"AL-000223","Ryan White Providers"
"AL-000223","Sexually Transmitted Disease Clinics"
"AL-000223","Tuberculosis Clinics"
"AL-000224","Federally Qualified Health Centers - Medical Services"
"AL-000225","Rural Health Clinics"
"AL-000226","Rural Health Clinics"
"AL-000227","Family Planning Providers"
"AL-000227","Ryan White Providers"
"AL-000227","Sexually Transmitted Disease Clinics"
"AL-000227","Tuberculosis Clinics"
"AL-000228","Family Planning Providers"
"AL-000228","Ryan White Providers"
"AL-000228","Sexually Transmitted Disease Clinics"
"AL-000228","Tuberculosis Clinics"
"AL-000229","Inpatient Hospitals (other than children's hospitals)"
"AL-000230","Dental Providers"
"AL-000230","Federally Qualified Health Centers - Medical Services"
"AL-000231","Family Planning Providers"
"AL-000231","Ryan White Providers"
"AL-000231","Sexually Transmitted Disease Clinics"
"AL-000231","Tuberculosis Clinics"
"AL-000232","Federally Qualified Health Centers - Medical Services"
"AL-000233","Ryan White Providers"
"AL-000233","Sexually Transmitted Disease Clinics"
"AL-000234","Dental Providers"
"AL-000234","Federally Qualified Health Centers - Medical Services"
"AL-000235","Federally Qualified Health Centers - Medical Services"
"AL-000236","Family Planning Providers"
"AL-000236","Ryan White Providers"
"AL-000236","Sexually Transmitted Disease Clinics"
"AL-000236","Tuberculosis Clinics"
"AL-000237","Other ECP Providers"
"AL-000238","Rural Health Clinics"
"AL-000239","Federally Qualified Health Centers - Medical Services"
"AL-000240","Dental Providers"
"AL-000240","Federally Qualified Health Centers - Medical Services"
"AL-000240","Tribal Health Program operated under P.L. 93-638"
"AL-000241","Rural Health Clinics"
"AL-000242","Family Planning Providers"
"AL-000242","Ryan White Providers"
"AL-000242","Sexually Transmitted Disease Clinics"
"AL-000242","Tuberculosis Clinics"
"AL-000243","Federally Qualified Health Centers - Medical Services"
"AL-000244","Federally Qualified Health Centers - Medical Services"
"AL-000245","Family Planning Providers"
"AL-000245","Ryan White Providers"
"AL-000245","Sexually Transmitted Disease Clinics"
"AL-000245","Tuberculosis Clinics"
"AL-000246","Family Planning Providers"
"AL-000246","Federally Qualified Health Centers - Medical Services"
"AL-000246","Ryan White Providers"
"AL-000247","Family Planning Providers"
"AL-000247","Sexually Transmitted Disease Clinics"
"AL-000248","Dental Providers"
"AL-000249","Family Planning Providers"
"AL-000249","Sexually Transmitted Disease Clinics"
"AL-000249","Tuberculosis Clinics"
"AL-000251","Children's Hospitals (inpatient only)"
"AL-000252","Hemophilia Treatment Centers"
"AL-000253","Outpatient Hospital Clinics"
"AL-000254","Other ECP Providers"
"AL-000255","Ryan White Providers"
"AL-000256","Federally Qualified Health Centers - Medical Services"
"AL-000257","Dental Providers"
"AL-000257","Family Planning Providers"
"AL-000257","Federally Qualified Health Centers - Medical Services"
"AL-000258","Family Planning Providers"
"AL-000258","Sexually Transmitted Disease Clinics"
"AL-000258","Tuberculosis Clinics"
"AL-000259","Inpatient Hospitals (other than children's hospitals)"
"AL-000260","Dental Providers"
"AL-000260","Ryan White Providers"
"AL-000261","Federally Qualified Health Centers - Medical Services"
"AL-000262","Dental Providers"
"AL-000262","Ryan White Providers"
"AL-000263","Federally Qualified Health Centers - Medical Services"
"AL-000264","Dental Providers"
"AL-000265","Family Planning Providers"
"AL-000265","Ryan White Providers"
"AL-000265","Sexually Transmitted Disease Clinics"
"AL-000265","Tuberculosis Clinics"
"AL-000266","Federally Qualified Health Centers - Medical Services"
"AL-000267","Other ECP Providers"
"AL-000268","Federally Qualified Health Centers - Medical Services"
"AL-000269","Family Planning Providers"
"AL-000269","Ryan White Providers"
"AL-000269","Sexually Transmitted Disease Clinics"
"AL-000269","Tuberculosis Clinics"
"AL-000270","Rural Health Clinics"
"AL-000271","Inpatient Hospitals (other than children's hospitals)"
"AL-000272","Family Planning Providers"
"AL-000272","Ryan White Providers"
"AL-000272","Sexually Transmitted Disease Clinics"
"AL-000272","Tuberculosis Clinics"
"AL-000273","Federally Qualified Health Centers - Medical Services"
"AL-000274","Family Planning Providers"
"AL-000274","Ryan White Providers"
"AL-000274","Sexually Transmitted Disease Clinics"
"AL-000274","Tuberculosis Clinics"
"AL-000275","Rural Health Clinics"
"AL-000276","Dental Providers"
"AL-000276","Federally Qualified Health Centers - Medical Services"
"AL-000277","Rural Health Clinics"
"AL-000278","Family Planning Providers"
"AL-000278","Ryan White Providers"
"AL-000278","Sexually Transmitted Disease Clinics"
"AL-000278","Tuberculosis Clinics"
"AL-000279","Family Planning Providers"
"AL-000279","Ryan White Providers"
"AL-000279","Sexually Transmitted Disease Clinics"
"AL-000279","Tuberculosis Clinics"
"AL-000280","Community Mental Health Centers"
"AL-000280","Dental Providers"
"AL-000280","Family Planning Providers"
"AL-000280","Federally Qualified Health Centers - Medical Services"
"AL-000281","Family Planning Providers"
"AL-000281","Ryan White Providers"
"AL-000281","Sexually Transmitted Disease Clinics"
"AL-000281","Tuberculosis Clinics"
"AL-000282","Dental Providers"
"AL-000282","Family Planning Providers"
"AL-000282","Federally Qualified Health Centers - Medical Services"
"AL-000282","Sexually Transmitted Disease Clinics"
"AL-000283","Federally Qualified Health Centers - Medical Services"
"AL-000284","Family Planning Providers"
"AL-000284","Ryan White Providers"
"AL-000284","Sexually Transmitted Disease Clinics"
"AL-000284","Tuberculosis Clinics"
"AL-000285","Family Planning Providers"
"AL-000285","Ryan White Providers"
"AL-000285","Sexually Transmitted Disease Clinics"
"AL-000285","Tuberculosis Clinics"
"AL-000286","Federally Qualified Health Centers - Medical Services"
"AL-000287","Rural Health Clinics"
"AL-000288","Rural Health Clinics"
"AL-000289","Dental Providers"
"AL-000289","Federally Qualified Health Centers - Medical Services"
"AL-000290","Family Planning Providers"
"AL-000290","Ryan White Providers"
"AL-000290","Sexually Transmitted Disease Clinics"
"AL-000290","Tuberculosis Clinics"
"AL-000291","Family Planning Providers"
"AL-000291","Ryan White Providers"
"AL-000291","Sexually Transmitted Disease Clinics"
"AL-000291","Tuberculosis Clinics"
"AL-000292","Federally Qualified Health Centers - Medical Services"
"AL-000293","Rural Health Clinics"
"AL-000294","Family Planning Providers"
"AL-000294","Ryan White Providers"
"AL-000294","Sexually Transmitted Disease Clinics"
"AL-000294","Tuberculosis Clinics"
"AL-000295","Federally Qualified Health Centers - Medical Services"
"AL-000296","Family Planning Providers"
"AL-000296","Ryan White Providers"
"AL-000296","Sexually Transmitted Disease Clinics"
"AL-000296","Tuberculosis Clinics"
"AL-000297","Family Planning Providers"
"AL-000297","Ryan White Providers"
"AL-000297","Sexually Transmitted Disease Clinics"
"AL-000297","Tuberculosis Clinics"
"AL-000298","Federally Qualified Health Centers - Medical Services"
"AL-000299","Federally Qualified Health Centers - Medical Services"
"AL-000300","Federally Qualified Health Centers - Medical Services"
"AL-000301","Family Planning Providers"
"AL-000301","Ryan White Providers"
"AL-000301","Sexually Transmitted Disease Clinics"
"AL-000301","Tuberculosis Clinics"
"AL-000302","Federally Qualified Health Centers - Medical Services"
"AL-000303","Family Planning Providers"
"AL-000303","Ryan White Providers"
"AL-000303","Sexually Transmitted Disease Clinics"
"AL-000303","Tuberculosis Clinics"
"AL-000304","Inpatient Hospitals (other than children's hospitals)"
"AL-000305","Federally Qualified Health Centers - Medical Services"
"AL-000306","Family Planning Providers"
"AL-000306","Ryan White Providers"
"AL-000306","Sexually Transmitted Disease Clinics"
"AL-000306","Tuberculosis Clinics"
"AL-000307","Inpatient Hospitals (other than children's hospitals)"
"AL-000308","Family Planning Providers"
"AL-000308","Rural Health Clinics"
"AL-000309","Federally Qualified Health Centers - Medical Services"
"AL-000310","Rural Health Clinics"
"AL-000311","Family Planning Providers"
"AL-000311","Ryan White Providers"
"AL-000311","Sexually Transmitted Disease Clinics"
"AL-000311","Tuberculosis Clinics"
"AL-000312","Federally Qualified Health Centers - Medical Services"
"AL-000313","Rural Health Clinics"
"AL-000314","Family Planning Providers"
"AL-000314","Ryan White Providers"
"AL-000314","Sexually Transmitted Disease Clinics"
"AL-000314","Tuberculosis Clinics"
"AL-000315","Rural Health Clinics"
"AL-000316","Federally Qualified Health Centers - Medical Services"
"AL-000317","Family Planning Providers"
"AL-000317","Ryan White Providers"
"AL-000317","Sexually Transmitted Disease Clinics"
"AL-000317","Tuberculosis Clinics"
"AL-000318","Federally Qualified Health Centers - Medical Services"
"AL-000319","Rural Health Clinics"
"AL-000320","Rural Health Clinics"
"AL-000321","Rural Health Clinics"
"AL-000322","Family Planning Providers"
"AL-000322","Ryan White Providers"
"AL-000322","Sexually Transmitted Disease Clinics"
"AL-000322","Tuberculosis Clinics"
"AL-000323","Rural Health Clinics"
"AL-000324","Federally Qualified Health Centers - Medical Services"
"AL-000325","Rural Health Clinics"
"AL-000326","Federally Qualified Health Centers - Medical Services"
"AL-000327","Federally Qualified Health Centers - Medical Services"
"AL-000328","Federally Qualified Health Centers - Medical Services"
"AL-000329","Dental Providers"
"AL-000329","Federally Qualified Health Centers - Medical Services"
"AL-000330","Federally Qualified Health Centers - Medical Services"
"AL-000331","Dental Providers"
"AL-000331","Federally Qualified Health Centers - Medical Services"
"AL-000332","Federally Qualified Health Centers - Medical Services"
"AL-000333","Federally Qualified Health Centers - Medical Services"
"AL-000334","Family Planning Providers"
"AL-000334","Ryan White Providers"
"AL-000334","Sexually Transmitted Disease Clinics"
"AL-000334","Tuberculosis Clinics"
"AL-000335","Federally Qualified Health Centers - Medical Services"
"AL-000336","Rural Health Clinics"
"AL-000337","Rural Health Clinics"
"AL-000338","Dental Providers"
"AL-000338","Federally Qualified Health Centers - Medical Services"
"AL-000339","Dental Providers"
"AL-000339","Federally Qualified Health Centers - Medical Services"
"AL-000340","Rural Health Clinics"
"AL-000341","Rural Health Clinics"
"AL-000342","Family Planning Providers"
"AL-000342","Ryan White Providers"
"AL-000342","Sexually Transmitted Disease Clinics"
"AL-000342","Tuberculosis Clinics"
"AL-000343","Dental Providers"
"AL-000343","Federally Qualified Health Centers - Medical Services"
"AL-000344","Family Planning Providers"
"AL-000344","Ryan White Providers"
"AL-000344","Sexually Transmitted Disease Clinics"
"AL-000344","Tuberculosis Clinics"
"AL-000345","Family Planning Providers"
"AL-000345","Ryan White Providers"
"AL-000345","Sexually Transmitted Disease Clinics"
"AL-000345","Tuberculosis Clinics"
"AL-000346","Rural Health Clinics"
"AL-000347","Family Planning Providers"
"AL-000347","Ryan White Providers"
"AL-000347","Sexually Transmitted Disease Clinics"
"AL-000347","Tuberculosis Clinics"
"AL-000348","Rural Health Clinics"
"AL-000349","Rural Health Clinics"
"AL-000350","Rural Health Clinics"
"AL-000351","Family Planning Providers"
"AL-000351","Ryan White Providers"
"AL-000351","Sexually Transmitted Disease Clinics"
"AL-000351","Tuberculosis Clinics"
"AL-000352","Rural Health Clinics"
"AL-000353","Family Planning Providers"
"AL-000353","Ryan White Providers"
"AL-000353","Sexually Transmitted Disease Clinics"
"AL-000353","Tuberculosis Clinics"
"AL-000354","Family Planning Providers"
"AL-000354","Ryan White Providers"
"AL-000354","Sexually Transmitted Disease Clinics"
"AL-000354","Tuberculosis Clinics"
"AL-000355","Dental Providers"
"AL-000355","Family Planning Providers"
"AL-000355","Federally Qualified Health Centers - Medical Services"
"AL-000356","Family Planning Providers"
"AL-000356","Ryan White Providers"
"AL-000356","Sexually Transmitted Disease Clinics"
"AL-000356","Tuberculosis Clinics"
"AL-000357","Dental Providers"
"AL-000357","Federally Qualified Health Centers - Medical Services"
