"state","report_years","years_max","base_population","category","subcategory","geo_unit","geography","measure_group","measure_value","indicator","estimate","confidence_level","confidence_value","order"
"Kentucky","2001",2001,"ages 24 - 59 months","all","total","state","Kentucky","treatment need","early","treatment need: early",37,"lower_CI",NA,217
"Kentucky","2001",2001,"ages 24 - 59 months","all","total","state","Kentucky","treatment need","early","treatment need: early",37,"upper_CI",NA,9999782
"Kentucky","2001",2001,"age 24 - 59 months","age","age 24 - 35 months","state","Kentucky","caries","any history","caries experience",36,"lower_CI",NA,219
"Kentucky","2001",2001,"age 24 - 59 months","age","age 24 - 35 months","state","Kentucky","caries","any history","caries experience",36,"upper_CI",NA,9999780
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 48 - 59 months","state","Kentucky","caries","severe early childhood","severe early childhood caries",34,"lower_CI",NA,221
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 48 - 59 months","state","Kentucky","caries","severe early childhood","severe early childhood caries",34,"upper_CI",NA,9999778
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 24 - 35 months","state","Kentucky","caries","untreated","untreated caries",34,"lower_CI",NA,223
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 24 - 35 months","state","Kentucky","caries","untreated","untreated caries",34,"upper_CI",NA,9999776
"Kentucky","2001",2001,"ages 24 - 59 months","all","total","state","Kentucky","caries","severe early childhood","severe early childhood caries",31,"lower_CI",NA,225
"Kentucky","2001",2001,"ages 24 - 59 months","all","total","state","Kentucky","caries","severe early childhood","severe early childhood caries",31,"upper_CI",NA,9999774
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 24 - 35 months","state","Kentucky","caries","severe early childhood","severe early childhood caries",30,"lower_CI",NA,227
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 24 - 35 months","state","Kentucky","caries","severe early childhood","severe early childhood caries",30,"upper_CI",NA,9999772
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 36 - 47 months","state","Kentucky","caries","severe early childhood","severe early childhood caries",28,"lower_CI",NA,229
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 36 - 47 months","state","Kentucky","caries","severe early childhood","severe early childhood caries",28,"upper_CI",NA,9999770
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 24 - 35 months","state","Kentucky","treatment need","early","treatment need: early",27,"lower_CI",NA,231
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 24 - 35 months","state","Kentucky","treatment need","early","treatment need: early",27,"upper_CI",NA,9999768
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 48 - 59 months","state","Kentucky","treatment need","urgent","treatment need: urgent",12,"lower_CI",NA,233
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 48 - 59 months","state","Kentucky","treatment need","urgent","treatment need: urgent",12,"upper_CI",NA,9999766
"Kentucky","2001",2001,"ages 24 - 59 months","all","total","state","Kentucky","treatment need","urgent","treatment need: urgent",9,"lower_CI",NA,235
"Kentucky","2001",2001,"ages 24 - 59 months","all","total","state","Kentucky","treatment need","urgent","treatment need: urgent",9,"upper_CI",NA,9999764
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 24 - 35 months","state","Kentucky","treatment need","urgent","treatment need: urgent",8,"lower_CI",NA,237
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 24 - 35 months","state","Kentucky","treatment need","urgent","treatment need: urgent",8,"upper_CI",NA,9999762
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 36 - 47 months","state","Kentucky","treatment need","urgent","treatment need: urgent",6,"lower_CI",NA,239
"Kentucky","2001",2001,"ages 24 - 59 months","age","age 36 - 47 months","state","Kentucky","treatment need","urgent","treatment need: urgent",6,"upper_CI",NA,9999760
"Delaware","2002",2002,"grade 3","all","total","state","Delaware","caries","any history","caries experience",54.5,"lower_CI",49.5,241
"Delaware","2002",2002,"grade 3","all","total","state","Delaware","caries","any history","caries experience",54.5,"upper_CI",59.4,9999758
"Delaware","2002",2002,"grade 3","all","total","state","Delaware","dental sealants","present","dental sealants",34.3,"lower_CI",29.7,243
"Delaware","2002",2002,"grade 3","all","total","state","Delaware","dental sealants","present","dental sealants",34.3,"upper_CI",38.8,9999756
"Delaware","2002",2002,"grade 3","all","total","state","Delaware","treatment need","urgent","treatment need: urgent",30.4,"lower_CI",25.6,245
"Delaware","2002",2002,"grade 3","all","total","state","Delaware","treatment need","urgent","treatment need: urgent",30.4,"upper_CI",34.9,9999754
"Delaware","2002",2002,"grade 3","all","total","state","Delaware","caries","untreated","untreated caries",29.9,"lower_CI",25.3,247
"Delaware","2002",2002,"grade 3","all","total","state","Delaware","caries","untreated","untreated caries",29.9,"upper_CI",34.4,9999752
"Delaware","2002",2002,"grade 3","all","total","state","Delaware","treatment need","urgent","treatment need: urgent",1.5,"lower_CI",0.3,249
"Delaware","2002",2002,"grade 3","all","total","state","Delaware","treatment need","urgent","treatment need: urgent",1.5,"upper_CI",2.7,9999750
"Oregon","2002",2002,"age 6 - 8","language spoken at home","non-english","state","Oregon","caries","any history","caries experience",79,"lower_CI",NA,251
"Oregon","2002",2002,"age 6 - 8","language spoken at home","non-english","state","Oregon","caries","any history","caries experience",79,"upper_CI",NA,9999748
"Oregon","2002",2002,"age 6 - 8","language spoken at home","english","state","Oregon","treatment need","early or urgent","treatment need: early or urgent",76,"lower_CI",NA,253
"Oregon","2002",2002,"age 6 - 8","language spoken at home","english","state","Oregon","treatment need","early or urgent","treatment need: early or urgent",76,"upper_CI",NA,9999746
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Pacific Islander","state","Oregon","caries","any history","caries experience",76,"lower_CI",NA,255
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Pacific Islander","state","Oregon","caries","any history","caries experience",76,"upper_CI",NA,9999744
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Hispanic","state","Oregon","caries","any history","caries experience",72,"lower_CI",NA,257
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Hispanic","state","Oregon","caries","any history","caries experience",72,"upper_CI",NA,9999742
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Asian","state","Oregon","caries","any history","caries experience",71,"lower_CI",NA,259
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Asian","state","Oregon","caries","any history","caries experience",71,"upper_CI",NA,9999740
"Oregon","2002",2002,"age 6 - 8","child school lunch program enrollment or eligibility","eligible","state","Oregon","caries","any history","caries experience",68,"lower_CI",NA,261
"Oregon","2002",2002,"age 6 - 8","child school lunch program enrollment or eligibility","eligible","state","Oregon","caries","any history","caries experience",68,"upper_CI",NA,9999738
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","American Indian","state","Oregon","caries","any history","caries experience",60,"lower_CI",NA,263
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","American Indian","state","Oregon","caries","any history","caries experience",60,"upper_CI",NA,9999736
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Black","state","Oregon","caries","any history","caries experience",58,"lower_CI",NA,265
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Black","state","Oregon","caries","any history","caries experience",58,"upper_CI",NA,9999734
"Oregon","2002",2002,"age 6 - 8","all","total","state","Oregon","caries","any history","caries experience",56,"lower_CI",NA,267
"Oregon","2002",2002,"age 6 - 8","all","total","state","Oregon","caries","any history","caries experience",56,"upper_CI",NA,9999732
"Oregon","2002",2002,"age 6 - 8","language spoken at home","english","state","Oregon","caries","any history","caries experience",55,"lower_CI",NA,269
"Oregon","2002",2002,"age 6 - 8","language spoken at home","english","state","Oregon","caries","any history","caries experience",55,"upper_CI",NA,9999730
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","White","state","Oregon","caries","any history","caries experience",54,"lower_CI",NA,271
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","White","state","Oregon","caries","any history","caries experience",54,"upper_CI",NA,9999728
"Oregon","2002",2002,"age 6 - 8","child school lunch program enrollment or eligibility","not eligible","state","Oregon","caries","any history","caries experience",48,"lower_CI",NA,273
"Oregon","2002",2002,"age 6 - 8","child school lunch program enrollment or eligibility","not eligible","state","Oregon","caries","any history","caries experience",48,"upper_CI",NA,9999726
"Oregon","2002",2002,"age 6 - 8","child school lunch program enrollment or eligibility","not eligible","state","Oregon","dental sealants","present","dental sealants",48,"lower_CI",NA,275
"Oregon","2002",2002,"age 6 - 8","child school lunch program enrollment or eligibility","not eligible","state","Oregon","dental sealants","present","dental sealants",48,"upper_CI",NA,9999724
"Oregon","2002",2002,"age 6 - 8","language spoken at home","non-english","state","Oregon","treatment need","early or urgent","treatment need: early or urgent",48,"lower_CI",NA,277
"Oregon","2002",2002,"age 6 - 8","language spoken at home","non-english","state","Oregon","treatment need","early or urgent","treatment need: early or urgent",48,"upper_CI",NA,9999722
"Oregon","2002",2002,"age 6 - 8","language spoken at home","non-english","state","Oregon","caries","untreated","untreated caries",48,"lower_CI",NA,279
"Oregon","2002",2002,"age 6 - 8","language spoken at home","non-english","state","Oregon","caries","untreated","untreated caries",48,"upper_CI",NA,9999720
"Oregon","2002",2002,"age 6 - 8","dental insurance","dental insurance","state","Oregon","dental sealants","present","dental sealants",44,"lower_CI",NA,281
"Oregon","2002",2002,"age 6 - 8","dental insurance","dental insurance","state","Oregon","dental sealants","present","dental sealants",44,"upper_CI",NA,9999718
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Pacific Islander","state","Oregon","caries","untreated","untreated caries",44,"lower_CI",NA,283
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Pacific Islander","state","Oregon","caries","untreated","untreated caries",44,"upper_CI",NA,9999716
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","White","state","Oregon","dental sealants","present","dental sealants",44,"lower_CI",NA,285
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","White","state","Oregon","dental sealants","present","dental sealants",44,"upper_CI",NA,9999714
"Oregon","2002",2002,"age 6 - 8","all","total","state","Oregon","dental sealants","present","dental sealants",42,"lower_CI",NA,287
"Oregon","2002",2002,"age 6 - 8","all","total","state","Oregon","dental sealants","present","dental sealants",42,"upper_CI",NA,9999712
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Hispanic","state","Oregon","caries","untreated","untreated caries",42,"lower_CI",NA,289
"Oregon","2002",2002,"age 6 - 8","race / ethnicity","Hispanic","state","Oregon","caries","untreated","untreated caries",42,"upper_CI",NA,9999710
"Oregon","2002",2002,"age 6 - 8","child school lunch program enrollment or eligibility","eligible","state","Oregon","caries","untreated","untreated caries",36,"lower_CI",NA,291
