state,report_years,years_max,base_population,geo_unit,geography,category,subcategory,measure_group,measure_value,indicator,estimate,lower_CI,upper_CI
Nevada,2007,2007,Head Start,county,Clark county,all,total,treatment need,urgent,treatment need: urgent,3,2.27,3.73
Ohio,2004-2005,2005,grade 3,county,Clermont,all,total,caries,any history,caries experience,54,38.3,69.6
Ohio,2004-2005,2005,grade 3,county,Clermont,all,total,dental sealants,present,dental sealants,35,21.1,48.9
Ohio,2004-2005,2005,grade 3,county,Clermont,all,total,treatment need,early or urgent,treatment need: early or urgent,34.5,22.3,46.8
Ohio,2004-2005,2005,grade 3,county,Clermont,all,total,caries,untreated,untreated caries,33.9,22.6,45.2
Ohio,2004-2005,2005,grade 3,county,Clinton,all,total,caries,any history,caries experience,52.7,41.3,64
Ohio,2004-2005,2005,grade 3,county,Clinton,all,total,dental sealants,present,dental sealants,34.1,15,53.3
Ohio,2004-2005,2005,grade 3,county,Clinton,all,total,caries,untreated,untreated caries,20.4,18.6,22.3
Ohio,2004-2005,2005,grade 3,county,Clinton,all,total,treatment need,early or urgent,treatment need: early or urgent,17.9,15.4,20.4
Illinois,2003-2004,2004,grade 3,region,Collar,all,total,treatment need,urgent,treatment need: urgent,7,,
Illinois,2008-2009,2009,grade 3,region,Collar,all,total,treatment need,urgent,treatment need: urgent,6.4,,
Illinois,2008-2009,2009,grade 3,region,collar,all,total,caries,any history,caries experience,55.1,,
Illinois,2003-2004,2004,grade 3,region,collar,all,total,caries,any history,caries experience,47,,
Illinois,2003-2004,2004,grade 3,region,collar,all,total,dental sealants,present,dental sealants,37,,
Illinois,2008-2009,2009,grade 3,region,collar,all,total,dental sealants,present,dental sealants,36.3,,
Illinois,2008-2009,2009,grade 3,region,collar,all,total,caries,untreated,untreated caries,28.3,,
Illinois,2003-2004,2004,grade 3,region,collar,all,total,caries,untreated,untreated caries,23,,
Ohio,2004-2005,2005,grade 3,county,Columbiana,all,total,dental sealants,present,dental sealants,47.7,30.5,65
Ohio,2004-2005,2005,grade 3,county,Columbiana,all,total,caries,any history,caries experience,62.4,61.5,63.3
Ohio,2004-2005,2005,grade 3,county,Columbiana,all,total,treatment need,early or urgent,treatment need: early or urgent,25.5,9,41.9
Ohio,2004-2005,2005,grade 3,county,Columbiana,all,total,caries,untreated,untreated caries,27.9,16,39.8
Wyoming,2008-2009,2009,grade 3,county,Converse,all,total,caries,any history,caries experience,78.61,72.44,84.78
Wyoming,2008-2009,2009,grade 3,county,Converse,all,total,dental sealants,present,dental sealants,49.03,41.07,56.99
Wyoming,2008-2009,2009,grade 3,county,Converse,all,total,caries,untreated,untreated caries,25.81,18.84,32.77
Illinois,2003-2004,2004,grade 3,region,Cook,all,total,treatment need,urgent,treatment need: urgent,6,,
Illinois,2008-2009,2009,grade 3,region,Cook,all,total,treatment need,urgent,treatment need: urgent,3.5,,
Illinois,2003-2004,2004,grade 3,region,Cook,all,total,caries,any history,caries experience,64,,
Illinois,2008-2009,2009,grade 3,region,Cook,all,total,caries,any history,caries experience,48.5,,
Illinois,2008-2009,2009,grade 3,region,Cook,all,total,dental sealants,present,dental sealants,38.3,,
Illinois,2003-2004,2004,grade 3,region,Cook,all,total,caries,untreated,untreated caries,38,,
Illinois,2008-2009,2009,grade 3,region,Cook,all,total,caries,untreated,untreated caries,26.6,,
Illinois,2003-2004,2004,grade 3,region,Cook,all,total,dental sealants,present,dental sealants,23,,
New Hampshire,2008-2009,2009,grade 3,county,Coos,all,total,caries,any history,caries experience,64,,
New Hampshire,2014,2014,grade 3,county,Coos,all,total,caries,any history,caries experience,56,,
New Hampshire,2014,2014,grade 3,county,Coos,all,total,dental sealants,present,dental sealants,53.5,,
New Hampshire,2014,2014,grade 3,county,Coos,all,total,dental sealants,present,dental sealants,53.5,,
New Hampshire,2008-2009,2009,grade 3,county,Coos,all,total,treatment need,early or urgent,treatment need: early or urgent,31.1,,
New Hampshire,2008-2009,2009,grade 3,county,Coos,all,total,caries,untreated,untreated caries,30.7,,
New Hampshire,2008-2009,2009,grade 3,county,Coos,all,total,dental sealants,present,dental sealants,23.7,,
New Hampshire,2014,2014,grade 3,county,Coos,all,total,caries,untreated,untreated caries,14,,
New Hampshire,2014,2014,grade 3,county,Coos,all,total,treatment need,early or urgent,treatment need: early or urgent,12.5,,
New Hampshire,2008-2009,2009,grade 3,county,Coos,all,total,treatment need,urgent,treatment need: urgent,0.8,,
New Hampshire,2014,2014,grade 3,county,Coos,all,total,treatment need,urgent,treatment need: urgent,0.5,,
Ohio,2004-2005,2005,grade 3,county,Coshocton,all,total,dental sealants,present,dental sealants,77.3,69.9,84.6
Ohio,2004-2005,2005,grade 3,county,Coshocton,all,total,caries,any history,caries experience,70.4,64.3,76.6
Ohio,2004-2005,2005,grade 3,county,Coshocton,all,total,treatment need,early or urgent,treatment need: early or urgent,33.3,30.5,36.1
Ohio,2004-2005,2005,grade 3,county,Coshocton,all,total,caries,untreated,untreated caries,31.4,29.6,33.3
Ohio,2004-2005,2005,grade 3,county,Crawford,all,total,caries,any history,caries experience,77.6,66.8,88.4
Ohio,2004-2005,2005,grade 3,county,Crawford,all,total,caries,untreated,untreated caries,43.8,31.4,56.1
Ohio,2004-2005,2005,grade 3,county,Crawford,all,total,treatment need,early or urgent,treatment need: early or urgent,43.8,32.1,55.6
Ohio,2004-2005,2005,grade 3,county,Crawford,all,total,dental sealants,present,dental sealants,26.3,22.6,29.9
Wyoming,2008-2009,2009,grade 3,county,Crook,all,total,caries,any history,caries experience,75.84,68.89,82.79
Wyoming,2008-2009,2009,grade 3,county,Crook,all,total,dental sealants,present,dental sealants,62.75,49.01,76.48
Wyoming,2008-2009,2009,grade 3,county,Crook,all,total,caries,untreated,untreated caries,31.37,18.19,44.55
Ohio,2004-2005,2005,grade 3,county,Cuyahoga,all,total,caries,any history,caries experience,64.4,58.6,70.2
Ohio,2004-2005,2005,grade 3,county,Cuyahoga,all,total,dental sealants,present,dental sealants,49.2,44.8,53.6
Ohio,2004-2005,2005,grade 3,county,Cuyahoga,all,total,treatment need,early or urgent,treatment need: early or urgent,36.6,29.7,43.5
Ohio,2004-2005,2005,grade 3,county,Cuyahoga,all,total,caries,untreated,untreated caries,36.5,29.7,43.2
Ohio,2004-2005,2005,grade 3,county,Darke,all,total,caries,any history,caries experience,46.1,31.9,60.2
Ohio,2004-2005,2005,grade 3,county,Darke,all,total,dental sealants,present,dental sealants,21.4,11.3,31.5
Ohio,2004-2005,2005,grade 3,county,Darke,all,total,treatment need,early or urgent,treatment need: early or urgent,13.1,7.1,19.2
Ohio,2004-2005,2005,grade 3,county,Darke,all,total,caries,untreated,untreated caries,13.1,7.1,19.2
Ohio,2004-2005,2005,grade 3,county,Defiance,all,total,caries,any history,caries experience,50,33.2,66.7
Ohio,2004-2005,2005,grade 3,county,Defiance,all,total,dental sealants,present,dental sealants,26.9,16.6,37.2
Ohio,2004-2005,2005,grade 3,county,Defiance,all,total,treatment need,early or urgent,treatment need: early or urgent,17.8,3.1,32.5
Ohio,2004-2005,2005,grade 3,county,Defiance,all,total,caries,untreated,untreated caries,17.5,2.9,32.1
Ohio,2004-2005,2005,grade 3,county,Delaware,all,total,dental sealants,present,dental sealants,67.9,62.2,73.6
Ohio,2004-2005,2005,grade 3,county,Delaware,all,total,caries,any history,caries experience,38.8,32.5,45.1
Ohio,2004-2005,2005,grade 3,county,Delaware,all,total,treatment need,early or urgent,treatment need: early or urgent,11.7,8.1,15.3
Ohio,2004-2005,2005,grade 3,county,Delaware,all,total,caries,untreated,untreated caries,11.5,8.1,14.9
Michigan,2017-2018,2018,Head Start,region,detroit metro area,all,total,treatment need,none,treatment need: none,74.2,68.9,79.4
Michigan,2017-2018,2018,Head Start,region,detroit metro area,all,total,caries,untreated,untreated caries,41.7,33.5,50
Michigan,2017-2018,2018,Head Start,region,detroit metro area,all,total,caries,any history,caries experience,31.7,27.9,35.6
Michigan,2017-2018,2018,Head Start,region,detroit metro area,all,total,caries,untreated,untreated caries,24.0,20.2,27.8
Michigan,2017-2018,2018,Head Start,region,detroit metro area,all,total,treatment need,early,treatment need: early,20.9,15.7,26.2
Michigan,2017-2018,2018,Head Start,region,detroit metro area,all,total,treatment need,urgent,treatment need: urgent,4.9,2.6,7.2
Michigan,2017-2018,2018,Head Start,region,detroit metro area,all,total,dental sealants,present,dental sealants,2.2,1,3.3
Kentucky,2016,2016,grade 3 + 6,region,eastern,all,total,caries,any history,caries experience,75,70,80
Kentucky,2016,2016,grade 3 + 6,region,eastern,all,total,dental sealants,present,dental sealants,56,50,61
Kentucky,2016,2016,grade 3 + 6,region,eastern,all,total,caries,untreated,untreated caries,53,47,58
Kentucky,2016,2016,grade 3 + 6,region,eastern,all,total,treatment need,early,treatment need: early,45,39,50
Kentucky,2016,2016,grade 3 + 6,region,eastern,all,total,treatment need,urgent,treatment need: urgent,19,14,23
Maryland,2015-2016,2016,Kindergarten,region ,Eastern Shore,all,total,caries,any history,caries experience,35.9,26.492,45.308
Maryland,2015-2016,2016,Kindergarten,region ,Eastern Shore,all,total,caries,untreated,untreated caries,18.3,10.068,26.532
Maryland,2015-2016,2016,grade 3,region ,Eastern Shore,all,total,caries,untreated,untreated caries,20.7,13.056,28.344
Maryland,2015-2016,2016,grade K + 3,region ,Eastern Shore,all,total,caries,any history,caries experience,44.4,37.148,51.652
Maryland,2015-2016,2016,grade K + 3,region ,Eastern Shore,all,total,caries,any history,caries experience,44.4,37.148,51.652
Maryland,2015-2016,2016,grade 3,region ,Eastern Shore,all,total,caries,any history,caries experience,53.1,53.10,53.10
Maryland,2015-2016,2016,grade K + 3,region ,Eastern Shore,school percent participation in school lunch program,high proportion,caries,any history,caries experience,50,43.14,56.86
Maryland,2015-2016,2016,grade K + 3,region ,Eastern Shore,school percent participation in school lunch program,middle proportion,caries,any history,caries experience,44.1,37.24,50.96
Maryland,2015-2016,2016,grade K + 3,region ,Eastern Shore,all,total,caries,untreated,untreated caries,19.5,12.64,26.36
Maryland,2015-2016,2016,grade 3,region ,Eastern Shore,all,total,treatment need,early,treatment need: early,19.4,12.54,26.26
Maryland,2015-2016,2016,grade 3,region ,Eastern Shore,all,total,dental sealants,present,dental sealants,27.8,21.136,34.464
Maryland,2015-2016,2016,grade 3,region ,Eastern Shore,all,total,treatment need,none,treatment need: none,79.8,72.744,86.856
Maryland,2015-2016,2016,Kindergarten,region ,Eastern Shore,all,total,treatment need,early,treatment need: early,16.9,10.432,23.368
Maryland,2015-2016,2016,grade K + 3,region ,Eastern Shore,all,total,treatment need,none,treatment need: none,80.9,74.432,87.368
Maryland,2015-2016,2016,grade K + 3,region ,Eastern Shore,all,total,treatment need,early,treatment need: early,18.1,12.416,23.784
Maryland,2015-2016,2016,Kindergarten,region ,Eastern Shore,all,total,treatment need,none,treatment need: none,82,73.964,90.036
Maryland,2015-2016,2016,Kindergarten,region ,Eastern Shore,all,total,treatment need,urgent,treatment need: urgent,1.1,-0.86,3.06
Maryland,2015-2016,2016,grade K + 3,region ,Eastern Shore,all,total,treatment need,urgent,treatment need: urgent,1,-0.764,2.764
Maryland,2015-2016,2016,grade 3,region ,Eastern Shore,all,total,treatment need,urgent,treatment need: urgent,0.8,0,2.172
Maryland,2011-2012,2012,grade 3,region ,eastern shore,all,total,dental sealants,present,dental sealants,51.1,,
Maryland,2005-2006,2006,Kindergarten,region ,eastern shore,all,total,caries,any history,caries experience,41.5,,
Maryland,2011-2012,2012,grade K + 3,region ,eastern shore,all,total,dental sealants,present,dental sealants,40.3,,
Maryland,2005-2006,2006,grade K + 3,region ,eastern shore,all,total,caries,any history,caries experience,39.2,,
Maryland,2005-2006,2006,grade 3,region ,eastern shore,all,total,caries,any history,caries experience,37.5,,
Maryland,2015-2016,2016,grade K + 3,region ,Eastern Shore,school percent participation in school lunch program,low proportion,caries,any history,caries experience,34.8,,
Maryland,2005-2006,2006,grade 3,region ,eastern shore,all,total,dental sealants,present,dental sealants,25.4,,
Maryland,2005-2006,2006,grade K + 3,region ,eastern shore,all,total,dental sealants,present,dental sealants,14.6,,
Maryland,2005-2006,2006,Kindergarten,region ,eastern shore,all,total,dental sealants,present,dental sealants,2.1,,
Illinois,2013-2014,2014,grade 3,region,Edwardsville,all,total,caries,any history,caries experience,55.7,45.9,65.1
Illinois,2013-2014,2014,grade 3,region,Edwardsville,all,total,dental sealants,present,dental sealants,47.3,38.3,56.6
Illinois,2018-2019,2019,grade 3,region,Edwardsville,all,total,dental sealants,present,dental sealants,43.8,34.5,53.1
Illinois,2018-2019,2019,grade 3,region,Edwardsville,all,total,caries,any history,caries experience,41,30.6,51.4
Illinois,2013-2014,2014,grade 3,region,Edwardsville,all,total,treatment need,early or urgent,treatment need: early or urgent,21.3,13.6,32.8
Illinois,2018-2019,2019,grade 3,region,Edwardsville,all,total,treatment need,early or urgent,treatment need: early or urgent,17.2,7.8,26.6
Illinois,2018-2019,2019,grade 3,region,Edwardsville,all,total,treatment need,early,treatment need: early,15.7,7.7,23.8
Illinois,2018-2019,2019,grade 3,region,Edwardsville,all,total,treatment need,urgent,treatment need: urgent,1.5,0,3.4
Illinois,2013-2014,2014,grade 3,region,Edwardsville,all,total,caries,untreated,untreated caries,21.9,14.9,31
Illinois,2018-2019,2019,grade 3,region,Edwardsville,all,total,caries,untreated,untreated caries,17.2,7.8,26.6
Illinois,2013-2014,2014,grade 3,region,Edwardsville,all,total,caries,rampant,rampant caries,2.4,0.6,9.5
Illinois,2018-2019,2019,grade 3,region,Edwardsville,all,total,caries,rampant,rampant caries,0,0,0
Ohio,2004-2005,2005,grade 3,county,Erie,all,total,caries,any history,caries experience,52.3,49.9,54.6
Ohio,2004-2005,2005,grade 3,county,Erie,all,total,dental sealants,present,dental sealants,33.9,32.5,35.3
Ohio,2004-2005,2005,grade 3,county,Erie,all,total,caries,untreated,untreated caries,20.2,17.4,23.1
Ohio,2004-2005,2005,grade 3,county,Erie,all,total,treatment need,early or urgent,treatment need: early or urgent,19.6,16.8,22.5
Ohio,2004-2005,2005,grade 3,county,Fairfield,all,total,caries,any history,caries experience,54.1,50.1,58.1
Ohio,2004-2005,2005,grade 3,county,Fairfield,all,total,dental sealants,present,dental sealants,42.6,34.6,50.5
Ohio,2004-2005,2005,grade 3,county,Fairfield,all,total,treatment need,early or urgent,treatment need: early or urgent,16.6,12.6,20.7
Ohio,2004-2005,2005,grade 3,county,Fairfield,all,total,caries,untreated,untreated caries,15.8,11.6,20
Ohio,2004-2005,2005,grade 3,county,Fayette,all,total,caries,any history,caries experience,72.4,64.9,80
Ohio,2004-2005,2005,grade 3,county,Fayette,all,total,treatment need,early or urgent,treatment need: early or urgent,26.9,20.5,33.3
Ohio,2004-2005,2005,grade 3,county,Fayette,all,total,caries,untreated,untreated caries,26.9,20.5,33.3
Ohio,2004-2005,2005,grade 3,county,Fayette,all,total,dental sealants,present,dental sealants,23,21.8,24.3
Ohio,2009-2010,2010,grade 3,county,Franklin,all,total,dental sealants,present,dental sealants,53.8,41.4,66.11
Ohio,2009-2010,2010,grade 3,county,Franklin,all,total,caries,any history,caries experience,48.5,39.57,57.47
Ohio,2004-2005,2005,grade 3,county,Franklin,all,total,caries,any history,caries experience,38.8,29.6,48
Ohio,2004-2005,2005,grade 3,county,Franklin,all,total,dental sealants,present,dental sealants,31.1,21.6,40.5
