PWS_ID,state,water_system_id,PWS_name,county,population,fluorided_status,fluoride_conc
IL-0335100,IL,335100,EATON PWD,Crawford ,1053,Yes,0.7
IL-0335200,IL,335200,TRIMBLE WTR CMNTY,Crawford ,516,Yes,0.7
IL-0350050,IL,350050,GREENUP,Cumberland ,1448,Yes,0.7
IL-0350100,IL,350100,JEWETT,Cumberland ,222,Yes,0.7
IL-0350150,IL,350150,NEOGA,Cumberland ,1566,Yes,0.7
IL-0350200,IL,350200,TOLEDO,Cumberland ,1116,Yes,0.7
IL-0370051,IL,370051,CORTLAND,DeKalb ,4086,Yes,0.7
IL-0370100,IL,370100,DEKALB,DeKalb ,39235,Yes,0.7
IL-0370150,IL,370150,GENOA,DeKalb ,5263,Yes,0.7
IL-0370200,IL,370200,HINCKLEY,DeKalb ,1908,Yes,0.7
IL-0370250,IL,370250,KINGSTON,DeKalb ,938,Yes,0.7
IL-0370300,IL,370300,KIRKLAND,DeKalb ,1722,Yes,0.7
IL-0370350,IL,370350,MALTA,DeKalb ,1124,Yes,0.7
IL-0370450,IL,370450,SHABBONA,DeKalb ,909,Yes,0.7
IL-0370550,IL,370550,SYCAMORE,DeKalb ,13397,Yes,0.7
IL-0370600,IL,370600,WATERMAN,DeKalb ,1244,Yes,0.7
IL-0374850,IL,374850,SANDWICH,DeKalb ,7101,Yes,0.7
IL-0374870,IL,374870,SOMONAUK,DeKalb ,1244,Yes,0.7
IL-0375100,IL,375100,BUCK LAKE ESTS SBDV,DeKalb ,152,No,0.17
IL-0375125,IL,375125,CORTLAND CORNERS MHP,DeKalb ,239,No,0.36
IL-0375148,IL,375148,DE KALB UNIV DVL CORP,DeKalb ,1005,No,0.53
IL-0375150,IL,375150,DONNY BROOK ESTS SBDV,DeKalb ,33,Yes,0.7
IL-0375200,IL,375200,VALLEY VIEW SBDV,DeKalb ,158,Yes,0.7
IL-0375265,IL,375265,EVERGREEN MHP,DeKalb ,287,No,0.5
IL-0375500,IL,375500,NORTHERN IL UNIV-DEKALB,Lake ,6220,Yes,0.7
IL-0390050,IL,390050,CLINTON,De Witt ,6821,Yes,0.7
IL-0390100,IL,390100,DEWITT,De Witt ,191,Yes,0.7
IL-0390150,IL,390150,FARMER CITY,De Witt ,1967,Yes,0.7
IL-0390200,IL,390200,KENNEY,De Witt ,358,Yes,0.7
IL-0390250,IL,390250,WAPELLA,De Witt ,641,Yes,0.7
IL-0390300,IL,390300,WAYNESVILLE,De Witt ,433,Yes,0.7
IL-0390350,IL,390350,WELDON,De Witt ,431,Yes,0.7
IL-0395129,IL,395129,DEWITT CNTY NH,De Witt ,62,No,0.55
IL-0395185,IL,395185,RIDGEVIEW MHP,De Witt ,48,Yes,0.66
IL-0395225,IL,395225,WEST SIDE MHP,De Witt ,96,No,0.43
IL-0410010,IL,410010,GARRETT,Douglas ,189,Yes,0.7
IL-0410020,IL,410020,ARCOLA TUSCOLA WTR TRANS MAIN,Douglas ,48,Yes,0.7
IL-0410030,IL,410030,WEST PRAIRIE WATER COMPANY,Douglas ,1435,Yes,0.7
IL-0410050,IL,410050,ARCOLA,Douglas ,2632,Yes,0.7
IL-0410100,IL,410100,CAMARGO,Douglas ,718,Yes,0.7
IL-0410200,IL,410200,HINDSBORO,Douglas ,364,Yes,0.7
IL-0410250,IL,410250,NEWMAN,Douglas ,909,Yes,0.7
IL-0410350,IL,410350,VILLA GROVE,Douglas ,2443,Yes,0.7
IL-0414060,IL,414060,ATWOOD,Douglas ,1196,Yes,0.7
IL-0415030,IL,415030,TUSCOLA,Douglas ,4402,Yes,0.7
IL-0415150,IL,415150,EGYPTIAN TRAIL WTR CORP,Douglas ,61,Yes,0.7
IL-0430010,IL,430010,YORK TOWNSHIP WATER SYSTEM,DuPage ,478,Yes,0.7
IL-0430040,IL,430040,HOBSON VALLEY WATER ,DuPage ,318,Yes,0.7
IL-0430050,IL,430050,ADDISON,DuPage ,35351,Yes,0.7
IL-0430060,IL,430060,SE REGIONAL WTR FAC,DuPage ,6216,Yes,0.7
IL-0430100,IL,430100,BLOOMINGDALE,DuPage ,21339,Yes,0.7
IL-0430200,IL,430200,CAROL STREAM,DuPage ,39474,Yes,0.7
IL-0430250,IL,430250,CLARENDON HILLS,DuPage ,8064,Yes,0.7
IL-0430270,IL,430270,DARIEN,DuPage ,21135,Yes,0.7
IL-0430300,IL,430300,DOWNERS GROVE,DuPage ,45773,Yes,0.7
IL-0430350,IL,430350,ELMHURST,DuPage ,42105,Yes,0.7
IL-0430400,IL,430400,GLENDALE HEIGHTS,DuPage ,32735,Yes,0.7
IL-0430450,IL,430450,GLEN ELLYN,DuPage ,26268,Yes,0.7
IL-0430500,IL,430500,ITASCA,DuPage ,8277,Yes,0.7
IL-0430551,IL,430551,LISLE,DuPage ,21426,Yes,0.7
IL-0430552,IL,430552,IL AMERICAN - DUPAGE UTILITY PWS,DuPage ,2567,Yes,0.7
IL-0430600,IL,430600,LOMBARD,DuPage ,41526,Yes,0.7
IL-0430700,IL,430700,OAK BROOK,DuPage ,15094,Yes,0.7
IL-0430750,IL,430750,OAKBROOK TERRACE,DuPage ,1378,Yes,0.7
IL-0430800,IL,430800,VILLA PARK,DuPage ,21102,Yes,0.7
IL-0430833,IL,430833,WARRENVILLE,DuPage ,11780,Yes,0.7
IL-0430900,IL,430900,WEST CHICAGO,DuPage ,26099,No,0.15
IL-0430950,IL,430950,WESTMONT,DuPage ,23826,Yes,0.7
IL-0431050,IL,431050,WHEATON,DuPage ,50616,Yes,0.7
IL-0431100,IL,431100,WILLOWBROOK,DuPage ,8581,Yes,0.7
IL-0431150,IL,431150,WINFIELD,DuPage ,8689,Yes,0.7
IL-0431200,IL,431200,WOOD DALE,DuPage ,13177,Yes,0.7
IL-0431250,IL,431250,WOODRIDGE,DuPage ,33759,Yes,0.7
IL-0434140,IL,434140,BENSENVILLE,DuPage ,17562,Yes,0.7
IL-0434190,IL,434190,BURR RIDGE,DuPage ,10104,Yes,0.7
IL-0434520,IL,434520,HINSDALE,DuPage ,17168,Yes,0.7
IL-0434670,IL,434670,NAPERVILLE,DuPage ,136057,Yes,0.7
IL-0434820,IL,434820,ROSELLE,DuPage ,22004,Yes,0.7
IL-0435150,IL,435150,IL AMERICAN - ARROWHEAD,DuPage ,1745,Yes,0.7
IL-0435300,IL,435300,UTILITIES INC CLARENDON WTR CMPNY,DuPage ,834,Yes,0.7
IL-0435350,IL,435350,IL AMERICAN - COUNTRY CLUB ,DuPage ,926,Yes,0.7
IL-0435400,IL,435400,DU PAGE WTR CMSN,DuPage ,1,Yes,0.7
IL-0435500,IL,435500,GLEN ELLYN HTS SBDV,DuPage ,2169,Yes,0
IL-0435560,IL,435560,HIGHLAND HILLS SANITARY DISTRICT,DuPage ,1025,Yes,0.7
IL-0435600,IL,435600,LIBERTY PARK HOMEOWNERS ASSN,DuPage ,801,Yes,0.7
IL-0435650,IL,435650,IL AMERICAN - LIBERTY RIDGE WEST,DuPage ,2850,No,0
IL-0435700,IL,435700,CTZNS LOMBARD HEIGHTS DVN,DuPage ,700,Yes,0.7
IL-0435850,IL,435850,NORTH REGION WATER FACILITY,DuPage ,663,Yes,0.7
IL-0435900,IL,435900,NORTHWEST BELMONT IMPRV ASSN,DuPage ,72,Yes,0.7
IL-0435945,IL,435945,PLEASANT RIDGE MHP,DuPage ,272,No,0.25
IL-0437000,IL,437000,POLO DR & SADDLE RD SBDV,DuPage ,89,Yes,0.7
IL-0437040,IL,437040,ST CHARLES CMSN WLFND 3,DuPage ,27,No,0.33
IL-0437160,IL,437160,STEEPLE RUN SBDV,DuPage ,1890,Yes,0.7
IL-0437200,IL,437200,TEE & GREEN SBDV,DuPage ,47,Yes,0.7
IL-0437245,IL,437245,VIETZEN MHP,DuPage ,144,Yes,0.7
IL-0437300,IL,437300,TRI-STATE VLG,DuPage ,545,No,0
IL-0437350,IL,437350,IL AMERICAN- VALLEY VIEW ,DuPage ,7168,Yes,0.7
IL-0437500,IL,437500,IL AMERICAN - LIBERTY RIDGE EAST,DuPage ,339,No,0
IL-0437550,IL,437550,YORK CNTR COOP,DuPage ,230,Yes,0.7
IL-0450050,IL,450050,BROCTON,Edgar ,335,Yes,0.7
IL-0450100,IL,450100,CHRISMAN,Edgar ,1148,Yes,0.7
IL-0450150,IL,450150,HUME,Edgar ,366,Yes,0.7
IL-0450200,IL,450200,KANSAS,Edgar ,861,Yes,0.7
IL-0450250,IL,450250,METCALF,Edgar ,204,Yes,0.7
IL-0450300,IL,450300,PARIS,Edgar ,8686,Yes,0.7
IL-0450350,IL,450350,VILLAGE OF REDMON WATERWORKS,Edgar ,191,Yes,0.7
IL-0450400,IL,450400,VERMILION,Edgar ,239,Yes,0.7
IL-0470010,IL,470010,ELLERY WTR CORP,Edwards ,1908,Yes,0.7
IL-0470050,IL,470050,ALBION,Edwards ,2907,Yes,0.7
IL-0470100,IL,470100,BONE GAP,Edwards ,251,Yes,0.7
IL-0470200,IL,470200,WEST SALEM,Edwards ,883,No,0
IL-0490050,IL,490050,ALTAMONT,Effingham ,2201,Yes,0.7
IL-0490100,IL,490100,BEECHER CITY,Effingham ,520,Yes,0.7
IL-0490150,IL,490150,DIETERICH,Effingham ,574,Yes,0.7
IL-0490200,IL,490200,EDGEWOOD,Effingham ,421,Yes,0.7
IL-0490250,IL,490250,EFFINGHAM,Effingham ,11851,Yes,0.7
IL-0490300,IL,490300,MASON,Effingham ,379,Yes,0.7
IL-0490350,IL,490350,MONTROSE,Effingham ,246,Yes,0.7
IL-0490450,IL,490450,TEUTOPOLIS,Effingham ,1530,Yes,0.7
IL-0490500,IL,490500,WATSON,Effingham ,718,Yes,0.7
IL-0495150,IL,495150,LAKE SARA COOP,Effingham ,2871,Yes,0.7
IL-0495200,IL,495200,HEARTVILLE PWD,Effingham ,861,Yes,0.7
IL-0495350,IL,495350,SNAKE TRAIL WTR ASSN,Effingham ,115,Yes,0.7
IL-0510010,IL,510010,FAYETTE WTR CMPNY,Fayette ,4809,Yes,0.7
IL-0510100,IL,510100,BROWNSTOWN,Fayette ,722,Yes,0.7
IL-0510150,IL,510150,FARINA,Fayette ,574,Yes,0.7
IL-0510200,IL,510200,RAMSEY,Fayette ,1011,Yes,0.7
IL-0510250,IL,510250,ST ELMO,Fayette ,1419,Yes,0.7
IL-0510300,IL,510300,ST PETER,Fayette ,344,Yes,0.7
IL-0510350,IL,510350,VANDALIA,Fayette ,6675,Yes,0.7
IL-0515500,IL,515500,VANDALIA CRCTL CNTR,Fayette ,1866,Yes,0.7
IL-0530050,IL,530050,ELLIOTT,Ford ,282,Yes,0.85
IL-0530100,IL,530100,GIBSON CITY,Ford ,3349,Yes,0.7
IL-0530150,IL,530150,KEMPTON,Ford ,225,Yes,0.7
IL-0530200,IL,530200,MELVIN,Ford ,445,Yes,0.7
IL-0530250,IL,530250,PAXTON,Ford ,4306,Yes,0.7
IL-0530300,IL,530300,PIPER CITY,Ford ,837,Yes,0.7
IL-0530350,IL,530350,ROBERTS,Ford ,351,Yes,0.7
IL-0530400,IL,530400,SIBLEY,Ford ,260,Yes,0.7
IL-0534200,IL,534200,CABERY,Ford ,252,Yes,0.92
IL-0535100,IL,535100,STELLE COMMUNITY ASSN,Ford ,96,Yes,0.7
IL-0550050,IL,550050,BENTON,Franklin ,8170,Yes,0.7
IL-0550100,IL,550100,BUCKNER,Franklin ,526,Yes,0.7
IL-0550150,IL,550150,CHRISTOPHER,Franklin ,2653,Yes,0.7
IL-0550250,IL,550250,HANAFORD,Franklin ,873,Yes,0.7
IL-0550300,IL,550300,NORTH CITY,Franklin ,815,Yes,0.7
IL-0550350,IL,550350,ORIENT,Franklin ,375,Yes,0.7
IL-0550450,IL,550450,SESSER,Franklin ,2585,Yes,0.7
IL-0550500,IL,550500,THOMPSONVILLE,Franklin ,520,Yes,0.7
IL-0550600,IL,550600,VALIER,Franklin ,1275,Yes,0.7
IL-0550650,IL,550650,WEST CITY,Franklin ,640,Yes,0.7
IL-0550700,IL,550700,WEST FRANKFORT,Franklin ,9198,Yes,0.7
IL-0550750,IL,550750,ZEIGLER,Franklin ,2010,Yes,0.7
IL-0554640,IL,554640,MACEDONIA,Franklin ,185,Yes,0.7
IL-0555030,IL,555030,ROYALTON,Franklin ,1151,Yes,0.7
IL-0555100,IL,555100,REND LAKE INT-CITY WTR SYS,Franklin ,3035,Yes,0.7
IL-0555120,IL,555120,AKIN WTR DSTRCT,Franklin ,2065,Yes,0.7
IL-0555150,IL,555150,MULKEYTOWN PWD,Franklin ,403,Yes,0.7
IL-0555200,IL,555200,GREENWOOD-CREEK NATION WTR CPY,Franklin ,2418,Yes,0.7
IL-0555250,IL,555250,HILL CITY WTR DSTRCT,Franklin ,443,Yes,0.7
IL-0555350,IL,555350,EWING-INA WTR CMSN,Franklin ,2000,Yes,0.7
IL-0555400,IL,555400,PLUMFIELD WTR DSTRCT,Franklin ,473,Yes,0.7
IL-0570010,IL,570010,SOUTH FULTON WTR DSTRCT,Fulton ,1340,Yes,0.7
IL-0570030,IL,570030,MARIETTA,McDonough ,419,No,1.1
IL-0570040,IL,570040,WEEMATUK,Fulton ,569,Yes,0.7
IL-0570050,IL,570050,ASTORIA,Fulton ,1265,Yes,0.7
IL-0570100,IL,570100,AVON,Fulton ,861,Yes,0.7
IL-0570200,IL,570200,BRYANT,Fulton ,256,Yes,2.64
IL-0570250,IL,570250,CANTON,Fulton ,13332,Yes,0.7
IL-0570300,IL,570300,CUBA,Fulton ,1240,Yes,0.7
IL-0570450,IL,570450,FAIRVIEW,Fulton ,500,Yes,0.7
IL-0570500,IL,570500,FARMINGTON,Fulton ,2343,Yes,2.7
IL-0570550,IL,570550,IPAVA,Fulton ,450,Yes,0.7
IL-0570600,IL,570600,LEWISTOWN,Fulton ,2297,Yes,0.7
IL-0570750,IL,570750,NORRIS,Fulton ,191,Yes,0.7
IL-0570850,IL,570850,SMITHFIELD,Fulton ,206,Yes,0.7
IL-0570900,IL,570900,TABLE GROVE,Fulton ,398,Yes,0.7
IL-0570950,IL,570950,VERMONT,Fulton ,632,Yes,0.7
IL-0574620,IL,574620,LONDON MILLS,Fulton ,478,Yes,0.7
IL-0575150,IL,575150,DUNFERMLINE-ST DAVID WTR CMSN,Fulton ,813,Yes,0.7
IL-0590050,IL,590050,EQUALITY,Gallatin ,706,Yes,0.7
IL-0590150,IL,590150,NEW HAVEN,Gallatin ,439,Yes,0.7
IL-0590200,IL,590200,OLD SHAWNEETOWN,Gallatin ,189,Yes,0.7
IL-0590250,IL,590250,OMAHA,Gallatin ,267,Yes,0.7
IL-0590300,IL,590300,RIDGWAY,Gallatin ,854,Yes,0.7
IL-0590350,IL,590350,SHAWNEETOWN,Gallatin ,1186,Yes,0.7
IL-0595100,IL,595100,GALLATIN-WHITE WTR DSTRCT,Gallatin ,1359,Yes,0.7
IL-0610020,IL,610020,GREENE CNTY RWD,Greene ,2636,Yes,0.7
IL-0610050,IL,610050,CARROLLTON,Greene ,2565,Yes,0.7
IL-0610100,IL,610100,ELDRED,Greene ,202,Yes,0.7
IL-0610150,IL,610150,GREENFIELD,Greene ,1148,Yes,0.7
IL-0610200,IL,610200,HILLVIEW,Greene ,144,Yes,0.7
IL-0610250,IL,610250,KANE,Greene ,478,Yes,0.7
IL-0610300,IL,610300,ROCKBRIDGE,Greene ,228,Yes,0.7
IL-0610350,IL,610350,ROODHOUSE,Greene ,1964,Yes,0.7
IL-0610400,IL,610400,WHITE HALL,Greene ,2775,Yes,0.7
IL-0610450,IL,610450,PATTERSON (INC AS WILMINGTON),Greene ,144,Yes,0.7
IL-0630030,IL,630030,HAWTHORNE ESTS SBDV,Grundy ,43,Yes,0.7
IL-0630040,IL,630040,IL AMERICAN -NETTLE CREEK DIST,Grundy ,273,Yes,0.7
IL-0630050,IL,630050,BRACEVILLE,Grundy ,861,Yes,0.94
IL-0630060,IL,630060,PRAIRIE OAKS ESTS HMOWN ASSN,Grundy ,95,Yes,0.93
IL-0630100,IL,630100,CARBON HILL,Grundy ,375,Yes,0
IL-0630200,IL,630200,COAL CITY,Grundy ,5346,Yes,0.7
IL-0630250,IL,630250,DIAMOND,Grundy ,2105,Yes,0.7
IL-0630400,IL,630400,GARDNER,Grundy ,1345,Yes,1.11
IL-0630450,IL,630450,KINSMAN,Grundy ,95,Yes,1.05
IL-0630500,IL,630500,MAZON,Grundy ,971,Yes,0.7
IL-0630550,IL,630550,MINOOKA,Grundy ,10454,No,0.21
IL-0630600,IL,630600,MORRIS,Grundy ,13326,Yes,0.7
IL-0630650,IL,630650,SOUTH WILMINGTON,Grundy ,652,Yes,1.75
IL-0631000,IL,631000,LISBON NORTH INC,Grundy ,29,Yes,0.7
IL-0635100,IL,635100,IL AMERICAN -RIDGECREST DISTRICT,Grundy ,210,Yes,0.7
IL-0635125,IL,635125,BOOKWALTER WOODS MHP,Grundy ,393,Yes,0.68
IL-0635150,IL,635150,HEATHERFIELD SBDV,Grundy ,86,Yes,0.7
IL-0635225,IL,635225,SHADY OAKS MHP,Grundy ,873,No,0.48
IL-0635250,IL,635250,RIDGECREST NORTH SBDV,Grundy ,57,Yes,0.7
IL-0650100,IL,650100,BROUGHTON,Hamilton ,234,Yes,0.7
IL-0650150,IL,650150,DAHLGREN,Hamilton ,829,Yes,0.7
IL-0650200,IL,650200,MC LEANSBORO,Hamilton ,3112,Yes,0.7
IL-0651000,IL,651000,HAMILTON CNTY WTR DSTRCT,Hamilton ,3670,Yes,0.7
IL-0655050,IL,655050,DALE PWD,Hamilton ,413,Yes,0.7
IL-0670010,IL,670010,ELVASTON,Hancock ,158,Yes,0.7
IL-0670050,IL,670050,AUGUSTA,Hancock ,562,Yes,0.7
IL-0670200,IL,670200,BOWEN,Hancock ,473,Yes,0.7
IL-0670250,IL,670250,CARTHAGE,Hancock ,2493,Yes,0.7
IL-0670400,IL,670400,HAMILTON,Hancock ,2824,Yes,0.7
IL-0670450,IL,670450,LA HARPE,Hancock ,1182,Yes,0.7
IL-0670500,IL,670500,NAUVOO,Hancock ,1662,Yes,0.7
IL-0670550,IL,670550,PLYMOUTH,Hancock ,483,Yes,0.7
IL-0670650,IL,670650,WARSAW,Hancock ,1538,Yes,0.7
IL-0670700,IL,670700,WEST POINT,Hancock ,237,Yes,0.7
IL-0674300,IL,674300,DALLAS CITY,Hancock ,904,Yes,0.7
IL-0690020,IL,690020,HARDIN COUNTY WATER COMPANY,Hardin ,1272,Yes,0.7
IL-0690050,IL,690050,CAVE IN ROCK,Hardin ,304,Yes,0.7
IL-0690100,IL,690100,ELIZABETHTOWN,Hardin ,286,Yes,0.7
IL-0690150,IL,690150,ROSICLARE,Hardin ,1362,Yes,1.58
IL-0695000,IL,695000,HARDIN CNTY WTR DSTRCT #1,Hardin ,833,Yes,0.7
IL-0710010,IL,710010,DALLAS RURAL WATER DISTRICT,Henderson ,5861,Yes,0.7
IL-0710020,IL,710020,GLADSTONE,Henderson ,431,Yes,0.7
IL-0710050,IL,710050,BIGGSVILLE,Henderson ,335,Yes,3.6
IL-0710250,IL,710250,MEDIA,Henderson ,126,Yes,0.7
IL-0710300,IL,710300,OQUAWKA,Henderson ,1435,Yes,0.7
IL-0710350,IL,710350,RARITAN,Henderson ,172,Yes,0.7
IL-0710400,IL,710400,STRONGHURST,Henderson ,909,No,1.5
IL-0730040,IL,730040,WINDCREST  SBDV,Henry ,48,Yes,0.7
IL-0730050,IL,730050,ALPHA,Henry ,718,Yes,2.05
IL-0730070,IL,730070,OAKWOOD WEST SBDV,Henry ,29,Yes,0.7
IL-0730080,IL,730080,HICKORY HILLS 2ND ADDITION WATER ASSN-(HENRY),Henry ,89,Yes,0.7
IL-0730100,IL,730100,ANDOVER,Henry ,574,Yes,0.7
IL-0730110,IL,730110,IL 4 CENTER- KEWANEE,Stark ,383,Yes,0.8
IL-0730120,IL,730120,OAK VIEW ESTS,Henry ,83,Yes,0.7
IL-0730130,IL,730130,BLACK HAWK COLLEGE-EAST,Stark ,77,Yes,4.04
IL-0730150,IL,730150,ANNAWAN,Henry ,813,Yes,0.7
IL-0730200,IL,730200,ATKINSON,Henry ,930,Yes,0.77
IL-0730250,IL,730250,BISHOP HILL,Henry ,131,Yes,2
IL-0730300,IL,730300,CAMBRIDGE,Henry ,2017,Yes,0.86
IL-0730400,IL,730400,COLONA EAST,Henry ,2488,Yes,0.7
IL-0730450,IL,730450,GALVA,Henry ,2584,Yes,2.5
IL-0730500,IL,730500,GENESEO,Henry ,6220,Yes,0.7
IL-0730550,IL,730550,COLONA WEST,Henry ,2488,Yes,0.7
IL-0730650,IL,730650,KEWANEE,Henry ,12392,Yes,0.8
IL-0730700,IL,730700,ORION,Henry ,1743,Yes,0.7
IL-0730750,IL,730750,WOODHULL,Henry ,774,Yes,2.08
IL-0735000,IL,735000,BUYSSE SBDV,Henry ,311,Yes,0.7
IL-0735050,IL,735050,COUNTRY ESTS SBDV,Henry ,239,Yes,0.7
IL-0735100,IL,735100,"LYNN CENTER WATER ASSOCIATION, INC.",Henry ,40,Yes,0.7
IL-0735120,IL,735120,WOLF RIDGE WELL CORP,Henry ,111,Yes,0.7
IL-0735140,IL,735140,OAKWOOD PLACE SBDV,Henry ,50,Yes,0.7
IL-0735150,IL,735150,OPHEIM PWS,Henry ,96,Yes,0.96
IL-0735200,IL,735200,OSCO MUTUAL WTR SUPPLY CPY INC,Henry ,110,Yes,0.7
IL-0735220,IL,735220,HAZELWOOD HEIGHTS SBDV,Henry ,238,Yes,0.7
IL-0735250,IL,735250,HAZELWOOD WEST SBDV,Henry ,77,Yes,0.7
IL-0735280,IL,735280,LYNWOOD 3RD ADDN,Henry ,86,Yes,0.7
IL-0735300,IL,735300,SUNNY HILL EST SBDV,Henry ,502,Yes,0.7
IL-0735329,IL,735329,HILLCREST HM,Henry ,101,Yes,0.72
IL-0735330,IL,735330,LAKE LYNNWOOD WATER ASSOCIATION,Henry ,72,Yes,0.7
IL-0735345,IL,735345,KERSHAW MHP,Henry ,254,No,0.48
IL-0735350,IL,735350,HAZELWOOD 4TH ADDN,Henry ,129,Yes,0.7
IL-0735425,IL,735425,RIVERVIEW MHP,Henry ,62,Yes,1.08
IL-0735450,IL,735450,TIMBER BROOK ESTS SBDV,Henry ,115,Yes,0.7
IL-0735470,IL,735470,TIMBER RIDGE SBDV,Henry ,86,Yes,0.7
IL-0735500,IL,735500,RUSTIC ACRES SBDV,Henry ,191,Yes,0.7
IL-0735600,IL,735600,GENESEO HILLS SBDV,Henry ,459,Yes,0.7
IL-0735700,IL,735700,COUNTRY CLUB ESTS SBDV,Henry ,60,Yes,1.84
IL-0735850,IL,735850,NORTH HAZELWOOD SBDV,Henry ,95,Yes,0.7
IL-0750020,IL,750020,PRAIRIEVIEW LUTHERAN HOME,Iroquois ,108,Yes,0.7
IL-0750050,IL,750050,ASHKUM,Iroquois ,693,Yes,0.7
IL-0750100,IL,750100,BEAVERVILLE,Iroquois ,431,Yes,0.7
IL-0750150,IL,750150,BUCKLEY,Iroquois ,574,Yes,0.7
IL-0750200,IL,750200,CISSNA PARK,Iroquois ,789,Yes,0.7
IL-0750250,IL,750250,CLIFTON,Iroquois ,1405,Yes,0.7
IL-0750300,IL,750300,CRESCENT CITY,Iroquois ,603,Yes,0.7
IL-0750350,IL,750350,DANFORTH,Iroquois ,526,Yes,0.7
IL-0750400,IL,750400,DONOVAN,Iroquois ,293,Yes,0.7
IL-0750450,IL,750450,GILMAN,Iroquois ,1716,Yes,0.7
IL-0750550,IL,750550,LODA,Iroquois ,401,Yes,0.7
IL-0750600,IL,750600,MARTINTON,Iroquois ,359,Yes,0.7
IL-0750650,IL,750650,MILFORD,Iroquois ,1310,Yes,0.7
IL-0750700,IL,750700,ONARGA,Iroquois ,1348,Yes,0.7
IL-0750800,IL,750800,SHELDON,Iroquois ,1179,Yes,0.7
IL-0750850,IL,750850,THAWVILLE,Iroquois ,258,Yes,0.7
IL-0750900,IL,750900,WATSEKA,Iroquois ,5263,Yes,0.7
IL-0750950,IL,750950,WELLINGTON,Iroquois ,253,Yes,0.7
IL-0751000,IL,751000,WOODLAND,Iroquois ,305,Yes,0.7
IL-0754240,IL,754240,CHEBANSE,Iroquois ,1148,Yes,0.7
IL-0755110,IL,755110,BAYLES LAKE LOT OWNERS ASSN,Iroquois ,441,Yes,0.7
IL-0755125,IL,755125,BEAVER CREEK VLG MHP,Iroquois ,46,No,0.29
IL-0755150,IL,755150,BELMONT WATER INC.,Iroquois ,172,Yes,0.7
IL-0755185,IL,755185,IROQUOIS MOBILE ESTATES INC,Iroquois ,104,No,0.45
IL-0755200,IL,755200,LAKE IROQUOIS ASSN,Iroquois ,478,Yes,0.7
IL-0755365,IL,755365,WATCH E KEE MHP,Iroquois ,124,Yes,0.68
IL-0755389,IL,755389,A MERKLE-C KNIPRATH HOME,Iroquois ,53,No,0.42
IL-0770010,IL,770010,ELVERADO WATER DISTRICT,Jackson ,734,Yes,0.7
IL-0770050,IL,770050,AVA,Jackson ,1116,Yes,0.7
IL-0770100,IL,770100,CAMPBELL HILL,Jackson ,426,Yes,0.7
IL-0770150,IL,770150,CARBONDALE,Jackson ,25035,Yes,0.7
IL-0770200,IL,770200,DE SOTO,Jackson ,2414,Yes,0.7
IL-0770250,IL,770250,DOWELL,Jackson ,1194,Yes,0.7
IL-0770300,IL,770300,ELKVILLE,Jackson ,1114,Yes,0.7
IL-0770350,IL,770350,GORHAM,Jackson ,1005,Yes,0.7
IL-0770400,IL,770400,GRAND TOWER,Jackson ,654,Yes,0.7
IL-0770500,IL,770500,MURPHYSBORO,Jackson ,10759,Yes,0.7
IL-0770550,IL,770550,VERGENNES,Jackson ,708,Yes,0.7
IL-0775050,IL,775050,CRAB ORCHARD PWD,Jackson ,1672,Yes,0.7
IL-0775100,IL,775100,KINKAID AREA WATER SYSTEM,Jackson ,1,Yes,0.7
IL-0775150,IL,775150,LAKESIDE PWD,Jackson ,2398,Yes,0.7
IL-0775200,IL,775200,MURDALE PWD,Jackson ,4777,Yes,0.7
IL-0775250,IL,775250,ORAVILLE WTR DSTRCT,Jackson ,1057,Yes,0.7
IL-0775400,IL,775400,SOUTH HIGHWAY PWD,Jackson ,4583,Yes,0.7
IL-0775420,IL,775420,BUNCOMBE WTR DSTRCT,Jackson ,1013,Yes,0.7
IL-0790010,IL,790010,E J WATER CORP.,Jasper ,20137,Yes,0.7
IL-0790100,IL,790100,NEWTON,Jasper ,2726,Yes,0.7
IL-0790200,IL,790200,STE MARIE,Jasper ,250,Yes,0.7
IL-0790300,IL,790300,WILLOW HILL,Jasper ,215,Yes,0.7
IL-0810010,IL,810010,NE MT VERNON WTR CO,Jefferson ,5294,Yes,0.7
IL-0810050,IL,810050,BELLE RIVE,Jefferson ,1952,Yes,0.7
IL-0810100,IL,810100,BLUFORD,Jefferson ,1902,Yes,0.7
IL-0810150,IL,810150,BONNIE,Jefferson ,504,Yes,0.7
IL-0810300,IL,810300,MOUNT VERNON,Jefferson ,14619,Yes,0.7
IL-0810350,IL,810350,NASON,Jefferson ,233,Yes,0.7
IL-0810400,IL,810400,WALTONVILLE,Jefferson ,1684,Yes,0.7
IL-0810450,IL,810450,WOODLAWN,Jefferson ,3489,Yes,0.7
IL-0815100,IL,815100,DIX-KELL WTR AND SEWER CMSN,Jefferson ,1783,Yes,0.7
IL-0830010,IL,830010,NEW PIASA CHAUTAUQUA,Jersey ,266,Yes,0.7
IL-0830150,IL,830150,FIELDON,Jersey ,311,Yes,0.7
IL-0830200,IL,830200,GRAFTON,Jersey ,943,Yes,0.7
IL-0830250,IL,830250,JERSEYVILLE,Jersey ,11005,Yes,0.7
IL-0835080,IL,835080,NUTWOOD WTR DSTRCT,Jersey ,83,Yes,0.7
