data_id,table_2019_benchmark,table_actual,base_population,ages,ages_min,indicator_specific,indicator_abbr,indicator_short,tooth_location,dentition_set,category,subcategory,years,statistic,estimate_value,estimate_SE,lower_CI,upper_CI
12225,t21,t21,ages 6-11,6-8,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,age (years),6 -- 8,2011 - 2016,mean,3.4,0.06,3.2824,3.5176
12226,t21,t21,ages 6-11,6-8,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,age (years),6 -- 8,2011 - 2016,mean,,,,
12227,t21,t21,ages 6-11,6-8,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,age (years),6 -- 8,2011 - 2016,mean,,,,
12228,t12,t12,ages 6-11,6-8,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,age (years),6 -- 8,2011 - 2016,mean,29.8,4.82,20.3528,39.2472
12229,t12,t12,ages 6-11,6-8,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,age (years),6 -- 8,2011 - 2016,mean,68.3,4.86,58.7744,77.8256
12230,t20,t20,ages 6-11,6-8,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,age (years),6 -- 8,2011 - 2016,mean,3.4,0.06,3.2824,3.5176
12232,t19,t19,ages 6-11,6-8,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,age (years),6 -- 8,2011 - 2016,percent,32.1,1.55,29.062,35.138
12233,t10,t10,ages 6-11,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,age (years),6 -- 8,2011 - 2016,percent,2.7,0.43,1.8572,3.5428
12234,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,all,total,1999 - 2004,mean,1.5,0.1,1.304,1.696
12235,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,all,total,1999 - 2004,mean,2.7,0.15,2.406,2.994
12236,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,all,total,1999 - 2004,mean,4.3,0.13,4.0452,4.5548
12237,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,all,total,1999 - 2004,mean,39.9,2.21,35.5684,44.2316
12238,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,all,total,1999 - 2004,mean,60.1,2.21,55.7684,64.4316
12240,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,all,total,1999 - 2004,percent,27.8,2.02,23.8408,31.7592
12241,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,all,total,2011 - 2016,mean,0.8,0.07,0.6628,0.9372
12242,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,all,total,2011 - 2016,mean,3.6,0.13,3.3452,3.8548
12243,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,all,total,2011 - 2016,mean,4.4,0.11,4.1844,4.6156
12244,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,all,total,2011 - 2016,mean,21.9,1.81,18.3524,25.4476
12245,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,all,total,2011 - 2016,mean,78.1,1.81,74.5524,81.6476
12247,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,all,total,2011 - 2016,percent,16.4,1.26,13.9304,18.8696
12248,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,1.7,0.13,1.4452,1.9548
12249,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,2.9,0.2,2.508,3.292
12251,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,percent,36.9,2.27,32.4508,41.3492
12252,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,4.6,0.17,4.2668,4.9332
12253,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,44.3,3.13,38.1652,50.4348
12254,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,55.7,3.13,49.5652,61.8348
12255,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,1.1,0.13,0.8452,1.3548
12256,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,2.5,0.22,2.0688,2.9312
12258,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,percent,17.5,2.12,13.3448,21.6552
12259,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,3.6,0.2,3.208,3.992
12260,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,31.1,3.44,24.3576,37.8424
12261,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,69,3.43,62.2772,75.7228
12276,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,1.9,0.2,1.508,2.292
12277,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,3.1,0.31,2.4924,3.7076
12278,t05,t05,ages 6-8,6-8,6,prevalence of dental caries,caries,prevalance of caries,any teeth,primary teeth,all,total,1999 - 2004,percent,51.5,2.44,46.7176,56.2824
12279,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,percent,39.3,2.42,34.5568,44.0432
12280,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,5,0.29,4.4316,5.5684
12281,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,45.2,3.03,39.2612,51.1388
12282,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,54.8,3.04,48.8416,60.7584
12283,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,1.1,0.13,0.8452,1.3548
12284,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,2.5,0.22,2.0688,2.9312
12285,t05,t05,ages 6-8,6-8,6,prevalence of dental caries,caries,prevalance of caries,any teeth,primary teeth,all,total,2011 - 2016,percent,52.1,1.85,48.474,55.726
12286,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,percent,17.5,2.12,13.3448,21.6552
12287,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,3.6,0.2,3.208,3.992
12288,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,31.1,3.44,24.3576,37.8424
12289,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,69,3.43,62.2772,75.7228
12290,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,1.6,0.19,1.2276,1.9724
12291,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,2.8,0.25,2.31,3.29
12292,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,4.4,0.2,4.008,4.792
12293,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,43.4,5.12,33.3648,53.4352
12294,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,56.6,5.12,46.5648,66.6352
12295,t05,t05,ages 6-8,6-8,6,prevalence of dental caries,caries,prevalance of caries,any teeth,primary teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,percent,62.9,2.48,58.0392,67.7608
12296,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,percent,35.2,4.15,27.066,43.334
12299,t05,t05,ages 6-8,6-8,6,prevalence of dental caries,caries,prevalance of caries,any teeth,primary teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,percent,39.4,3.5,32.54,46.26
12297,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,0.9,0.1,0.704,1.096
12298,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,3.6,0.18,3.2472,3.9528
12300,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,percent,22.3,2.26,17.8704,26.7296
12301,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,4.5,0.16,4.1864,4.8136
12302,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,23.2,2.65,18.006,28.394
12303,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,76.8,2.65,71.606,81.994
12304,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,0.7,0.12,0.4648,0.9352
12305,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,3.5,0.19,3.1276,3.8724
12307,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,4.2,0.16,3.8864,4.5136
12308,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,19.9,2.72,14.5688,25.2312
12309,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,80.1,2.72,74.7688,85.4312
12310,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,percent,11.1,1.39,8.3756,13.8244
12311,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,0.8,0.11,0.5844,1.0156
12312,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,3.6,0.23,3.1492,4.0508
12313,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,4.5,0.21,4.0884,4.9116
12314,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,23.3,3.65,16.146,30.454
12315,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,76.7,3.65,69.546,83.854
12317,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,percent,20.9,2.56,15.8824,25.9176
12318,t07,t07,ages 6-8,6-8,6,mean number of decayed teeth of those with decayed or filled teeth,DT,# DT if have DFT,any teeth,primary teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,2,0.17,1.6668,2.3332
12319,t07,t07,ages 6-8,6-8,6,mean number of filled teeth of those with decayed or filled teeth,FT,# FT if have DFT,any teeth,primary teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,1.8,0.17,1.4668,2.1332
12320,t07,t07,ages 6-8,6-8,6,mean number untreated or decayed teeth of those with decayed or filled teeth,DFT,# DFT if have DFT,any teeth,primary teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,3.8,0.15,3.506,4.094
12321,t08,t08,ages 6-8,6-8,6,mean percentage contribution of decayed teeth of those with decayed or filled teeth,DT,% DT/DMFT if have DMFT,any teeth,primary teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,52.6,3.15,46.426,58.774
12322,t08,t08,ages 6-8,6-8,6,mean percentage contribution of filled teeth of those with decayed or filled teeth,FT,% FT/DMFT if have DMFT,any teeth,primary teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,47.4,3.15,41.226,53.574
12323,t05,t05,ages 6-8,6-8,6,prevalence of dental caries,caries,prevalance of caries,any teeth,primary teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,percent,65.7,3.18,59.4672,71.9328
12324,t06,t06,ages 6-8,6-8,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,primary teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,percent,34.8,2.14,30.6056,38.9944
