"data_id","table_2019_benchmark","table_actual","base_population","ages","ages_min","indicator_specific","indicator_abbr","indicator_short","tooth_location","dentition_set","category","subcategory","years","statistic","confidence_level","confidence_value","order"
11571,"t10","t11","ages 6-11","6-11",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","sex","female","1988 - 1994","percent","upper_CI",12.6772,99870
11572,"t21","t17","ages 6-11","6-11",6,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","sex","male","1988 - 1994","mean","lower_CI",3.0052,131
11572,"t21","t17","ages 6-11","6-11",6,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","sex","male","1988 - 1994","mean","upper_CI",3.5148,99868
11573,"t21","t17","ages 6-11","6-11",6,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","sex","male","1988 - 1994","mean","lower_CI",NA,133
11573,"t21","t17","ages 6-11","6-11",6,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","sex","male","1988 - 1994","mean","upper_CI",NA,99866
11574,"t21","t17","ages 6-11","6-11",6,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","sex","male","1988 - 1994","mean","lower_CI",NA,135
11574,"t21","t17","ages 6-11","6-11",6,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","sex","male","1988 - 1994","mean","upper_CI",NA,99864
11575,"t20","t16","ages 6-11","6-11",6,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","sex","male","1988 - 1994","mean","lower_CI",3.026,137
11575,"t20","t16","ages 6-11","6-11",6,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","sex","male","1988 - 1994","mean","upper_CI",3.614,99862
11576,"t09","t10","ages 6-11","6-11",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","sex","male","1988 - 1994","percent","lower_CI",19.7444,139
11576,"t09","t10","ages 6-11","6-11",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","sex","male","1988 - 1994","percent","upper_CI",27.0356,99860
11577,"t19","t15","ages 6-11","6-11",6,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","sex","male","1988 - 1994","percent","lower_CI",14.3792,141
11577,"t19","t15","ages 6-11","6-11",6,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","sex","male","1988 - 1994","percent","upper_CI",27.0408,99858
11578,"t10","t11","ages 6-11","6-11",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","sex","male","1988 - 1994","percent","lower_CI",5.2388,143
11578,"t10","t11","ages 6-11","6-11",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","sex","male","1988 - 1994","percent","upper_CI",9.0412,99856
11111,"t09","t10","ages 6-11","9-11",9,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","age (years)","9 -- 11","1988 - 1994","percent","lower_CI",31.294,145
11111,"t09","t10","ages 6-11","9-11",9,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","age (years)","9 -- 11","1988 - 1994","percent","upper_CI",40.506,99854
12419,"t21","t17","ages 6-11","9-11",9,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","age (years)","9 -- 11","1988 - 1994","mean","lower_CI",3.054,147
12419,"t21","t17","ages 6-11","9-11",9,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","age (years)","9 -- 11","1988 - 1994","mean","upper_CI",3.446,99852
12420,"t21","t17","ages 6-11","9-11",9,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","age (years)","9 -- 11","1988 - 1994","mean","lower_CI",NA,149
12420,"t21","t17","ages 6-11","9-11",9,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","age (years)","9 -- 11","1988 - 1994","mean","upper_CI",NA,99850
12421,"t21","t17","ages 6-11","9-11",9,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","age (years)","9 -- 11","1988 - 1994","mean","lower_CI",0.286,151
12421,"t21","t17","ages 6-11","9-11",9,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","age (years)","9 -- 11","1988 - 1994","mean","upper_CI",0.874,99848
12422,"t20","t16","ages 6-11","9-11",9,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","age (years)","9 -- 11","1988 - 1994","mean","lower_CI",3.3244,153
12422,"t20","t16","ages 6-11","9-11",9,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","age (years)","9 -- 11","1988 - 1994","mean","upper_CI",3.7556,99846
12424,"t19","t15","ages 6-11","9-11",9,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","age (years)","9 -- 11","1988 - 1994","percent","lower_CI",23.23,155
12424,"t19","t15","ages 6-11","9-11",9,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","age (years)","9 -- 11","1988 - 1994","percent","upper_CI",34.01,99844
12425,"t10","t11","ages 6-11","9-11",9,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","age (years)","9 -- 11","1988 - 1994","percent","lower_CI",7.8552,157
12425,"t10","t11","ages 6-11","9-11",9,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","age (years)","9 -- 11","1988 - 1994","percent","upper_CI",13.2648,99842
10042,"t24","t32","ages 12-19","12-19",12,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","all","total","1988 - 1994","mean","lower_CI",1.9456,159
10042,"t24","t32","ages 12-19","12-19",12,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","all","total","1988 - 1994","mean","upper_CI",2.4944,99840
10043,"t24","t32","ages 12-19","12-19",12,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","all","total","1988 - 1994","mean","lower_CI",0.84,161
10043,"t24","t32","ages 12-19","12-19",12,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","all","total","1988 - 1994","mean","upper_CI",1.82,99838
10044,"t24","t32","ages 12-19","12-19",12,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","all","total","1988 - 1994","mean","lower_CI",1.7344,163
10044,"t24","t32","ages 12-19","12-19",12,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","all","total","1988 - 1994","mean","upper_CI",2.1656,99836
10045,"t23","t31","ages 12-19","12-19",12,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","all","total","1988 - 1994","mean","lower_CI",4.7248,165
10045,"t23","t31","ages 12-19","12-19",12,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","all","total","1988 - 1994","mean","upper_CI",6.1752,99834
10046,"t22","t30","ages 12-19","12-19",12,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","all","total","1988 - 1994","percent","lower_CI",14.7176,167
10046,"t22","t30","ages 12-19","12-19",12,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","all","total","1988 - 1994","percent","upper_CI",21.3424,99832
10047,"t15","t26","ages 12-19","12-19",12,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","all","total","1988 - 1994","percent","lower_CI",18.218,169
10047,"t15","t26","ages 12-19","12-19",12,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","all","total","1988 - 1994","percent","upper_CI",22.922,99830
10156,"t24","t32","ages 12-19","12-19",12,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","mean","lower_CI",1.4772,171
10156,"t24","t32","ages 12-19","12-19",12,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","mean","upper_CI",2.1828,99828
10157,"t24","t32","ages 12-19","12-19",12,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","mean","lower_CI",NA,173
10157,"t24","t32","ages 12-19","12-19",12,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","mean","upper_CI",NA,99826
10158,"t24","t32","ages 12-19","12-19",12,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","mean","lower_CI",1.328,175
10158,"t24","t32","ages 12-19","12-19",12,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","mean","upper_CI",2.112,99824
10159,"t23","t31","ages 12-19","12-19",12,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","mean","lower_CI",3.3368,177
10159,"t23","t31","ages 12-19","12-19",12,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","mean","upper_CI",5.9632,99822
10160,"t22","t30","ages 12-19","12-19",12,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","percent","lower_CI",8.3836,179
10160,"t22","t30","ages 12-19","12-19",12,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","percent","upper_CI",14.6164,99820
10161,"t15","t26","ages 12-19","12-19",12,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","percent","lower_CI",28.7844,181
10161,"t15","t26","ages 12-19","12-19",12,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","1988 - 1994","percent","upper_CI",39.0156,99818
