"hc_id","year","hc_type","HealthCenterName","HealthCenterState"
"'031810",2019,"fqhc","SOUTHWEST VIRGINIA COMMUNITY HEALTH SYSTEMS, INC.","VA"
"'031820",2019,"fqhc","CABIN CREEK HEALTH CENTER, INC.","WV"
"'0318380",2019,"fqhc","WESTERN MARYLAND HEALTH CARE CORPORATION","MD"
"'0318390",2019,"fqhc","ESPERANZA HEALTH CENTER","PA"
"'0318400",2019,"fqhc","THE SAYRE HEALTH CENTER","PA"
"'0318410",2019,"fqhc","SQUIRREL HILL HEALTH CENTER","PA"
"'0318420",2019,"fqhc","COMMUNITY OF HOPE","DC"
"'0321030",2019,"fqhc","CHANGE, INC.","WV"
"'032220",2019,"fqhc","COVENANT HOUSE, INC.","PA"
"'0322280",2019,"fqhc","WEST CECIL HEALTH CENTER, INC.","MD"
"'0322290",2019,"fqhc","WAYNE MEMORIAL COMMUNITY HEALTH CENTERS","PA"
"'032230",2019,"fqhc","STO-ROX FAMILY HEALTH COUNCIL, INC.","PA"
"'032240",2019,"fqhc","PENINSULA INSTITUTE FOR COMMUNITY HEALTH","VA"
"'0322430",2019,"fqhc","MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS","VA"
"'032300",2019,"fqhc","KEYSTONE RURAL HEALTH CONSORTIA, INC.","PA"
"'032430",2019,"fqhc","GLENDALE AREA MEDICAL ASSOCIATION, INC.","PA"
"'032440",2019,"fqhc","HYNDMAN AREA HEALTH CENTER, INC.","PA"
"'032560",2019,"fqhc","SCRANTON PRIMARY HEALTH CARE CENTER, INC","PA"
"'032600",2019,"fqhc","NEW RIVER HEALTH ASSOCIATION, INC.","WV"
"'032650",2019,"fqhc","BLAND COUNTY MEDICAL CLINIC, INC.","VA"
"'032700",2019,"fqhc","KEYSTONE RURAL HEALTH CENTER","PA"
"'032750",2019,"fqhc","CHOPTANK COMMUNITY HEALTH SYSTEM, INC.","MD"
"'032840",2019,"fqhc","HORIZON HEALTH SERVICES, INC.","VA"
"'032900",2019,"fqhc","DELAWARE VALLEY COMMUNITY HEALTH, INC","PA"
"'032960",2019,"fqhc","WESTSIDE FAMILY HEALTHCARE, INC.","DE"
"'033010",2019,"fqhc","THREE LOWER COUNTIES COMMUNITY SERVICES, INC.","MD"
"'033080",2019,"fqhc","RAINELLE MEDICAL CENTER, INC.","WV"
"'033090",2019,"fqhc","CORNERSTONE CARE","PA"
"'033100",2019,"fqhc","CAMDEN-ON-GAULEY MEDICAL CENTER, INC.","WV"
"'033130",2019,"fqhc","E.A. HAWSE HEALTH CENTER, INC.","WV"
"'033180",2019,"fqhc","BALTIMORE MEDICAL SYSTEM, INC.","MD"
"'033200",2019,"fqhc","GREATER PHILADELPHIA HEALTH ACTION, INC.","PA"
"'033230",2019,"fqhc","TRI-AREA COMMUNITY HEALTH","VA"
"'033620",2019,"fqhc","LANCASTER HEALTH CENTER","PA"
"'033690",2019,"fqhc","ST. GEORGE MEDICAL CLINIC, INC.","WV"
"'033770",2019,"fqhc","GREATER BADEN MEDICAL SERVICE INC","MD"
"'033780",2019,"fqhc","QUALITY COMMUNITY HEALTH CARE, INC.","PA"
"'033930",2019,"fqhc","CHESPENN HEALTH SERVICES","PA"
"'034050",2019,"fqhc","BLUE RIDGE MEDICAL CENTER, INC.","VA"
"'034060",2019,"fqhc","PRIMARY HEALTH NETWORK","PA"
"'034100",2019,"fqhc","PORTSMOUTH COMMUNITY HEALTH CENTER, INC","VA"
"'034120",2019,"fqhc","ROANE CO. FAMILY HLTH CARE, INC.","WV"
"'034140",2019,"fqhc","SPECTRUM HEALTH SERVICES","PA"
"'034180",2019,"fqhc","SOUTHERN DOMINION HEALTH SYSTEMS, INC.","VA"
"'034190",2019,"fqhc","MINNIE HAMILTON HEALTH CARE CENTER, INC.","WV"
"'034210",2019,"fqhc","COMMUNITY CARE OF WEST VIRGINIA","WV"
"'034230",2019,"fqhc","COMMUNITY HEALTH NET","PA"
"'036640",2019,"fqhc","CHASE BREXTON HEALTH SERVICES, INC","MD"
"'036670",2019,"fqhc","RESOURCES FOR HUMAN DEVELOPMENT, INC.","PA"
"'036820",2019,"fqhc","LA CLINICA DEL PUEBLO","DC"
"'037020",2019,"fqhc","UNITY HEALTH CARE, INC.","DC"
"'037030",2019,"fqhc","MARY'S CENTER FOR MATERNAL & CHILD CARE INC","DC"
"'037150",2019,"fqhc","VERNON J. HARRIS EAST END CHC","VA"
"'037460",2019,"fqhc","VALLEY HEALTH CARE, INC.","WV"
"'037480",2019,"fqhc","KUUMBA COMM. HLTH & WELLNESS CENTER","VA"
"'037920",2019,"fqhc","RITCHIE COUNTY PRIMARY CARE ASSOC., INC.","WV"
"'038440",2019,"fqhc","WOMENCARE, INC.","WV"
"'038580",2019,"fqhc","HIGHLAND MEDICAL CENTER, INC.","VA"
"'038800",2019,"fqhc","WIRT COUNTY HEALTH SERVICES ASSOCIATION, INC.","WV"
"'039840",2019,"fqhc","WALNUT STREET COMMUNITY HEALTH CENTER, INC.","MD"
"'03E00037",2019,"fqhc","COMMUNITY HEALTH CLINIC, INC.","PA"
"'03E00038",2019,"fqhc","NORTH SIDE CHRISTIAN HEALTH CENTER","PA"
"'03E00049",2019,"fqhc","GREATER PRINCE WILLIAM COMMUNITY HEALTH CENTER","VA"
"'03E00050",2019,"fqhc","LOUDOUN COMMUNITY HEALTH CENTER","VA"
"'03E00052",2019,"fqhc","BELINGTON COMMUNITY MEDICAL SERVICES ASSOCIATION, INC","WV"
"'03E00060",2019,"fqhc","COMMUNITY CLINIC, INC.","MD"
"'03E00061",2019,"fqhc","HARRISONBURG COMMUNITY HEALTH CENTER, INC.","VA"
"'03E00099",2019,"fqhc","ELAINE ELLIS CENTER OF HEALTH","DC"
"'03E00144",2019,"fqhc","BREAD FOR THE CITY, INC.","DC"
"'03E00227",2019,"fqhc","FAMILY AND MEDICAL COUNSELING SERVICE, INC.","DC"
"'03E00324",2019,"fqhc","MOBILE MEDICAL CARE INC","MD"
"'03E00360",2019,"fqhc","PHILADELPHIA, CITY OF","PA"
"'03E00378",2019,"fqhc","ROCKBRIDGE AREA FREE CLINIC","VA"
"'03E00493",2019,"fqhc","BERKS COMMUNITY HEALTH CENTER","PA"
"'03E00494",2019,"fqhc","COMMUNITY HEALTH AND DENTAL CARE","PA"
"'03E00495",2019,"fqhc","LA COMUNIDAD HISPANA","PA"
"'03E00504",2019,"fqhc","NEIGHBORHOOD HEALTH CENTERS OF THE LEHIGH VALLEY","PA"
"'03E00505",2019,"fqhc","SUSQUEHANNA COMMUNITY HEALTH & DENTAL CLINIC, INC.","PA"
"'03E00927",2019,"fqhc","MOUNTAINEER COMMUNITY HEALTH CENTER INC","WV"
"'03E01039",2019,"fqhc","FREE CLINIC OF THE NEW RIVER VALLEY INC","VA"
"'03E01047",2019,"fqhc","PHILADELPHIA FIGHT","PA"
"'03E01049",2019,"fqhc","OWENSVILLE PRIMARY CARE INC DBA BAY COMMUNITY HEALTH","MD"
"'03E01054",2019,"fqhc","WILLIAMSON HEALTH AND WELLNESS CENTER","WV"
"'03E01064",2019,"fqhc","WHITMAN-WALKER CLINIC, INC.","DC"
"'03E01107",2019,"fqhc","PROJECT H.O.M.E.","PA"
"'03E01182",2019,"fqhc","SADLER HEALTH CENTER CORPORATION","PA"
"'03E01218",2019,"fqhc","CITY OF FREDERICK","MD"
"'040130",2019,"fqhc","HEALTH SERVICES, INC.","AL"
"'040210",2019,"fqhc","CENTRAL FLORIDA HEALTH CARE, INC.","FL"
"'040250",2019,"fqhc","PROJECT HEALTH, INC.","FL"
"'040310",2019,"fqhc","BORINQUEN HEALTH CARE CENTER, INC.","FL"
"'040320",2019,"fqhc","COMMUNITY HEALTH OF SOUTH FLORIDA, INC.","FL"
"'040330",2019,"fqhc","JESSIE TRICE COMMUNITY HEALTH SYSTEM, INC","FL"
"'040340",2019,"fqhc","RURAL HEALTH CARE, INC.","FL"
"'040370",2019,"fqhc","FLORIDA COMMUNITY HEALTH CENTER INC","FL"
"'040380",2019,"fqhc","NORTH FLORIDA MEDICAL CENTERS, INC.","FL"
"'040390",2019,"fqhc","MEDLINK GEORGIA, INC.","GA"
"'040400",2019,"fqhc","SOUTHSIDE MEDICAL CENTER, INC.","GA"
"'040410",2019,"fqhc","THE FAMILY HEALTH CENTERS OF GEORGIA, INC.","GA"
"'040490",2019,"fqhc","CURTIS V. COOPER PRIMARY HEALTH CENTER INC.","GA"
"'040570",2019,"fqhc","FAMILY HEALTH CENTER, INC.","MS"
"'040600",2019,"fqhc","MOUNTAIN COMPREHENSIVE HEALTH CORP.","KY"
"'040650",2019,"fqhc","PARK DUVALLE COMMUNITY HEALTH CENTER, INC.","KY"
"'040670",2019,"fqhc","BIG SANDY HEALTH CARE, INC.","KY"
"'040750",2019,"fqhc","CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION, INC.","MS"
"'040760",2019,"fqhc","G. A. CARMICHAEL FAMILY HEALTH CENTER, INC.","MS"
"'040780",2019,"fqhc","DELTA HEALTH CENTER, INC.","MS"
"'040890",2019,"fqhc","PIEDMONT HEALTH SERVICES, INC.","NC"
"'040900",2019,"fqhc","TRI COUNTY COMMUNITY HEALTH COUNCIL, INC","NC"
"'040910",2019,"fqhc","LINCOLN COMMUNITY HEALTH CENTER, INC","NC"
"'040940",2019,"fqhc","BLUE RIDGE COMMUNITY HEALTH SERVICES, INC.","NC"
"'041000",2019,"fqhc","WAKE HEALTH SERVICES, INC. D/B/A ADVANCE COMMUNITY HEALTH","NC"
"'041020",2019,"fqhc","GREENE COUNTY HEALTH CARE INCORPORATED","NC"
"'041110",2019,"fqhc","FETTER HEALTH CARE NETWORK INC.","SC"
"'041180",2019,"fqhc","FAMILY HEALTH CENTERS, INC.","SC"
"'041190",2019,"fqhc","BEAUFORT-JASPER COMPREHENSIVE HLTH. SERVICES, INC.","SC"
"'041230",2019,"fqhc","OCOEE REGIONAL HEALTH CORPORATION","TN"
"'041260",2019,"fqhc","ERLANGER MEDICAL CENTER","TN"
"'0412790",2019,"fqhc","RURAL HEALTH SERVICES CONSORTIUM, INC.","TN"
"'0412810",2019,"fqhc","TAMPA FAMILY HEALTH CENTERS, INC.","FL"
"'041290",2019,"fqhc","MORGAN COUNTY HEALTH COUNCIL, INC.","TN"
"'0412940",2019,"fqhc","NORTH BROWARD HOSPITAL DISTRICT","FL"
"'0413090",2019,"fqhc","CHEROKEE HEALTH SYSTEMS","TN"
"'0413190",2019,"fqhc","TREASURE COAST COMMUNITY HEALTH, INC.","FL"
"'041330",2019,"fqhc","COMMUNITY HEALTH OF EAST TENNESSEE","TN"
"'0413490",2019,"fqhc","EAST TENNESSEE STATE UNIVERSITY","TN"
"'0413510",2019,"fqhc","WESTERN NC COMMUNITY HEALTH SERVICES INC","NC"
"'0413580",2019,"fqhc","HEALTH CARE CENTER FOR THE HOMELESS, INC.","FL"
"'041370",2019,"fqhc","PERRY COUNTY MEDICAL CENTER, INC.","TN"
"'041410",2019,"fqhc","MEMPHIS HEALTH CENTER","TN"
"'041420",2019,"fqhc","MATTHEW WALKER HEALTH CENTER","TN"
"'041440",2019,"fqhc","MOUNTAIN PEOPLE'S HEALTH COUNCILS, INC.","TN"
"'0415310",2019,"fqhc","BROWARD COMMUNITY AND FAMILY HEALTH CENTERS, INC.","FL"
"'0416080",2019,"fqhc","LOW COUNTRY HEALTH CARE SYSTEM, INC.","SC"
"'041660",2019,"fqhc","COMMUNITY HEALTH CENTERS, INC.","FL"
"'041680",2019,"fqhc","FAMILY HEALTH CENTERS OF SW FLORIDA, INC.","FL"
"'041700",2019,"fqhc","COLLIER HEALTH SERVICES","FL"
"'0417140",2019,"fqhc","CHRIST COMMUNITY HEALTH SERVICES, INC.","TN"
"'041720",2019,"fqhc","CENTRAL FLORIDA FAMILY HEALTH CENTER, INC.","FL"
"'041750",2019,"fqhc","SUNCOAST COMMUNITY HEALTH CENTERS, INC.","FL"
"'041780",2019,"fqhc","TENNESSEE STATE DEPARTMENT OF HEALTH","TN"
"'041960",2019,"fqhc","ALABAMA REGIONAL MEDICAL SERVICES","AL"
"'042010",2019,"fqhc","ST. JOSEPH'S MERCY CARE SERVICES","GA"
"'042030",2019,"fqhc","CHATTANOOGA-HAMILTON COUNTY HEALTH DEPARTMENT","TN"
"'042040",2019,"fqhc","PINELLAS COUNTY BOARD OF COUNTY COMMISSIONERS","FL"
"'0420550",2019,"fqhc","EASTERN KENTUCKY UNIVERSITY","KY"
"'0420630",2019,"fqhc","I.M. SULZBACHER CENTER FOR THE HOMELESS","FL"
"'042070",2019,"fqhc","GREATER MERIDIAN HEALTH CLINIC, INC.","MS"
"'0421000",2019,"fqhc","REGENESIS ORGANIZATION COMMUNITY HEALTH CENTER","SC"
"'042110",2019,"fqhc","GEORGIA MOUNTAINS HEALTH SERVICES, INC.","GA"
"'0421240",2019,"fqhc","FAIRVIEW COMMUNITY HEALTH CENTER","KY"
"'042160",2019,"fqhc","DAYSPRING FAMILY HEALTH CENTER, INC.","TN"
"'0421720",2019,"fqhc","TENDERCARE CLINIC, INC.","GA"
"'0423590",2019,"fqhc","TANDEM HEALTH SC","SC"
"'0423770",2019,"fqhc","NORTHEAST FLORIDA HEALTH SERVICES, INC.","FL"
"'042400",2019,"fqhc","CAMILLUS HEALTH CONCERN, INC.","FL"
"'042430",2019,"fqhc","COASTAL FAMILY HEALTH CENTER, INC.","MS"
"'042440",2019,"fqhc","FAMILY HEALTH CARE CLINIC, INC.","MS"
"'042450",2019,"fqhc","WHATLEY HEALTH SERVICES, INC","AL"
"'042600",2019,"fqhc","COMMUNITY MEDICINE FOUNDATION","SC"
"'042610",2019,"fqhc","NEW HORIZON FAMILY HEALTH SERVICES, INC.","SC"
"'042710",2019,"fqhc","TRENTON MEDICAL CENTER, INC. DBA PALMS MEDICAL GROUP","FL"
"'042720",2019,"fqhc","EAST CENTRAL MISSISSIPPI HEALTH CARE, INC","MS"
"'042780",2019,"fqhc","CAROLINA HEALTH CENTERS, INC.","SC"
"'0428200",2019,"fqhc","METROPOLITAN COMMUNITY HEALTH SERVICES, INC.","NC"
"'042850",2019,"fqhc","RURAL HEALTH MEDICAL PROGRAM, INC.","AL"
"'0429000",2019,"fqhc","MERIDIAN EDUCATION RESOURCE GROUP, INC","GA"
"'043060",2019,"fqhc","NORTHEAST MISSISSIPPI HEALTH CARE, INC.","MS"
"'043270",2019,"fqhc","EAU CLAIRE COOPERATIVE HEALTH CENTER, INC.","SC"
"'043340",2019,"fqhc","CARECONNECT HEALTH, INC","GA"
"'0438110",2019,"fqhc","SOUTH CAROLINA PRIMARY HEALTH CARE ASSOCIATION","SC"
"'0438180",2019,"fqhc","CITRUS HEALTH NETWORK, INC.","FL"
"'0438230",2019,"fqhc","THE BREVARD HEALTH ALLIANCE, INC.","FL"
"'0438280",2019,"fqhc","JUNIPER HEALTH, INC.","KY"
"'0438590",2019,"fqhc","NEIGHBORHOOD IMPROVEMENT PROJECT, INC.","GA"
"'043920",2019,"fqhc","MANTACHIE RURAL HEALTH CARE, INC.","MS"
"'044030",2019,"fqhc","NC DEPARTMENT OF HEALTH AND HUMAN SERVICES","NC"
"'044090",2019,"fqhc","HEALTHPOINT FAMILY CARE","KY"
"'044110",2019,"fqhc","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","TN"
"'044120",2019,"fqhc","QUALITY OF LIFE HEALTH SERVICES, INC.","AL"
"'044130",2019,"fqhc","MIAMI BEACH COMMUNITY HEALTH CENTER","FL"
"'0441420",2019,"fqhc","KENTUCKY RIVER FOOTHILLS DEVELOPMENT COUNCIL, INC.","KY"
"'044150",2019,"fqhc","ALBANY AREA PRIMARY HEALTH CARE, INC.","GA"
"'044230",2019,"fqhc","ANSON REGIONAL MEDICAL SERVICES","NC"
"'0442450",2019,"fqhc","PANCARE OF FLORIDA, INC. D.B.A. CHC-BAY COUNTY","FL"
"'0442510",2019,"fqhc","CHOTA COMMUNITY HEALTH SERVICES","TN"
"'044310",2019,"fqhc","MCR HEALTH, INC.","FL"
"'0443690",2019,"fqhc","PRIMARY CARE OF SOUTHWEST GEORGIA, INC","GA"
"'0445230",2019,"fqhc","CABARRUS ROWAN COMMUNITY HEALTH CENTERS, INC","NC"
"'0445250",2019,"fqhc","UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION","KY"
"'044700",2019,"fqhc","BAYOU LA BATRE AREA HEALTH DEVELOPMENT BOARD, INC.","AL"
"'044710",2019,"fqhc","FRANKLIN PRIMARY HEALTH CENTER, INC.","AL"
"'044790",2019,"fqhc","PRIMARY HEALTH CARE CENTER OF DADE, INC","GA"
"'044820",2019,"fqhc","HEALTH HELP, INC.","KY"
"'0448530",2019,"fqhc","CAPSTONE RURAL HEALTH CENTER","AL"
"'0448640",2019,"fqhc","ROANOKE CHOWAN COMMUNITY HEALTH CENTER INC","NC"
"'044920",2019,"fqhc","CASWELL FAMILY MEDICAL CENTER","NC"
"'045050",2019,"fqhc","SANDHILLS MEDICAL FOUNDATION,  INC.","SC"
"'0450640",2019,"fqhc","KENTUCKY MOUNTAIN HEALTH ALLIANCE, INC","KY"
"'0450710",2019,"fqhc","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","TN"
"'045180",2019,"fqhc","COMMUNITY HEALTH CARE SYSTEMS, INC.","GA"
"'045190",2019,"fqhc","HARDEMAN COUNTY COMMUNITY HEALTH CENTER","TN"
"'045200",2019,"fqhc","FIRST CHOICE COMMUNITY HEALTH CENTERS","NC"
"'0452070",2019,"fqhc","CUMBERLAND FAMILY MEDICAL CENTER","KY"
"'0452110",2019,"fqhc","FIRST CHOICE PRIMARY CARE, INC","GA"
"'0452150",2019,"fqhc","HOPEHEALTH, INC.","SC"
"'045220",2019,"fqhc","RURAL HEALTH SERVICES, INC.","SC"
"'045230",2019,"fqhc","CARESOUTH CAROLINA,  INC.","SC"
"'045240",2019,"fqhc","NEW HANOVER CHC","NC"
"'045260",2019,"fqhc","PALMETTO HEALTH COUNCIL, INC.","GA"
"'0452880",2019,"fqhc","TRIAD HEALTH SYSTEMS, INC.","KY"
"'0452890",2019,"fqhc","ESCAMBIA COMMUNITY CLINICS, INC.","FL"
"'0452910",2019,"fqhc","MEDICAL RESOURCE CENTER FOR RANDOLPH COUNTY, INC","NC"
"'0452920",2019,"fqhc","DIVERSITY HEALTH CENTER, INC","GA"
"'045420",2019,"fqhc","CITIZENS OF LAKE COUNTY FOR HEALTH","TN"
"'045500",2019,"fqhc","PREMIER COMMUNITY HEALTHCARE GROUP, INC.","FL"
"'045630",2019,"fqhc","GASTON FAMILY HEALTH SERVICES, INC.","NC"
"'045710",2019,"fqhc","NORTHEAST ALABAMA HEALTH SERVICES, INC.","AL"
"'045770",2019,"fqhc","SOUTHEAST MISSISSIPPI RURAL HEALTH, INC","MS"
"'045780",2019,"fqhc","AMITE COUNTY MEDICAL SERVICES, INC.","MS"
"'045800",2019,"fqhc","GOSHEN MEDICAL CENTER, INC.","NC"
"'046080",2019,"fqhc","CENTRAL MISSISSIPPI HEALTH SERVICES, INC.","MS"
"'046150",2019,"fqhc","AARON E. HENRY COMMUNITY HEALTH SERVICES CENTER, INC.","MS"
"'046450",2019,"fqhc","CAROLINA FAMILY HEALTH CENTERS, INC.","NC"
"'046560",2019,"fqhc","HARDIN COUNTY REGIONAL HEALTH CENTER","TN"
"'046680",2019,"fqhc","RURAL HEALTH GROUP, INC.","NC"
"'046800",2019,"fqhc","PERSON FAMILY MEDICAL CENTER, INC.","NC"
"'046810",2019,"fqhc","RURAL MEDICAL SERVICES, INC.","TN"
"'046840",2019,"fqhc","FAMILY HEALTH CENTER, INC.","KY"
"'046860",2019,"fqhc","ACCESS FAMILY HEALTH SERVICES, INC.","MS"
"'046900",2019,"fqhc","OAKHURST MEDICAL CENTERS, INC.","GA"
"'046910",2019,"fqhc","STEDMAN-WADE HEALTH SERVICES, INC.","NC"
"'047000",2019,"fqhc","HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC.","SC"
"'047060",2019,"fqhc","LITTLE RIVER MEDICAL CENTER, INC.","SC"
"'047080",2019,"fqhc","MOBILE COUNTY HEALTH DEPARTMENT","AL"
"'047430",2019,"fqhc","GEORGIA HIGHLANDS MEDICAL SERVICES, INC.","GA"
"'047770",2019,"fqhc","THE C.W. WILLIAMS COMMUNITY HEALTH CENTER, INC.","NC"
"'047980",2019,"fqhc","DR. ARENIA C. MALLORY COMMUNITY HEALTH CENTER, INC.","MS"
"'047990",2019,"fqhc","SOUTH CENTRAL PRIMARY CARE CENTER","GA"
"'048050",2019,"fqhc","BOND COMMUNITY HEALTH CENTER INC","FL"
"'048070",2019,"fqhc","COMMUNITY HEALTH CENTERS OF WESTERN KENTUCKY","KY"
"'048080",2019,"fqhc","MCKINNEY MEDICAL CENTER, INC.","GA"
"'048120",2019,"fqhc","KINSTON COMMUNITY HEALTH CENTER, INC.","NC"
"'048130",2019,"fqhc","VALLEY HEALTHCARE SYSTEM, INC.","GA"
"'048190",2019,"fqhc","CENTRAL NORTH ALABAMA HEALTH","AL"
"'048270",2019,"fqhc","GEORGIA DEPT. OF COMMUNITY HEALTH","GA"
"'048420",2019,"fqhc","CLAIBORNE COUNTY FAMILY HEALTH CENTER","MS"
"'048430",2019,"fqhc","ST. JAMES-SANTEE FAMILY HEALTH CENTER, INC.","SC"
"'048800",2019,"fqhc","JEFFERSON COMPREHENSIVE HEALTH CENTER, INC.","MS"
"'048870",2019,"fqhc","OUTREACH HEALTH SERVICES, INC.","MS"
"'048950",2019,"fqhc","S.E. ALABAMA RURAL HEALTH ASSOCIATES","AL"
"'048980",2019,"fqhc","LEWIS COUNTY PRIMARY CARE CENTER","KY"
"'049000",2019,"fqhc","ROBESON HEALTH CARE CORPORATION","NC"
"'049010",2019,"fqhc","EAST GEORGIA HEALTHCARE CENTER, INC.","GA"
"'049040",2019,"fqhc","TENNESSEE STATE DEPATMENT OF HEALTH","TN"
"'049070",2019,"fqhc","COMMUNITY HEALTH CENTERS OF PINELLAS, INC.","FL"
"'049100",2019,"fqhc","NORTH MISSISSIPPI PRIMARY HEALTH CARE, INC.","MS"
"'049190",2019,"fqhc","BERTIE COUNTY RURAL HEALTH ASSOCIATION","NC"
"'04E00012",2019,"fqhc","CARE RESOURCE COMMUNITY HEALTH CENTERS, INC.","FL"
"'04E00013",2019,"fqhc","HEART OF FLORIDA HEALTH CENTER, INC","FL"
"'04E00024",2019,"fqhc","WEST CALDWELL HEALTH COUNCIL, INC","NC"
"'04E00055",2019,"fqhc","GRACE COMMUNITY HEALTH CENTER, INC. D/B/A GRACE HEALTH","KY"
"'04E00092",2019,"fqhc","REGIONAL HEALTH CARE AFFILIATES, INC","KY"
"'04E00134",2019,"fqhc","BAKERSVILLE COMMUNITY MEDICAL CLINIC, INC.","NC"
"'04E00154",2019,"fqhc","AFFINITY HEALTH CENTER","SC"
"'04E00220",2019,"fqhc","EMPOWER U, INCORPORATED","FL"
"'04E00336",2019,"fqhc","NEIGHBORHOOD HEALTH SERVICE INC","FL"
"'04E00341",2019,"fqhc","NORTH GEORGIA HEALTHCARE CENTER, INC.","GA"
"'04E00350",2019,"fqhc","OCRACOKE HEALTH CENTER INC","NC"
"'04E00464",2019,"fqhc","FLORIDA DEPARTMENT OF HEALTH UNION COUNTY HEALTH DEPARTMENT","FL"
"'04E00465",2019,"fqhc","FLORIDA DOH, WALTON COUNTY HEALTH DEPT","FL"
"'04E00471",2019,"fqhc","GENESIS COMMUNITY HEALTH, INC.","FL"
"'04E00473",2019,"fqhc","HOPE FAMILY HEALTH SERVICES","TN"
"'04E00479",2019,"fqhc","BANYAN COMMUNITY HEALTH CENTER, INC.","FL"
"'04E00480",2019,"fqhc","ATHENS NEIGHBORHOOD HEALTH CENTER","GA"
"'04E00489",2019,"fqhc","HIGH COUNTRY COMMUNITY HEALTH","NC"
"'04E00490",2019,"fqhc","SOUTHSIDE UNITED HEALTH CENTER","NC"
"'04E00496",2019,"fqhc","MERCY HEALTH SERVICES, INC.","TN"
"'04E00502",2019,"fqhc","RUTHERFORD COUNTY PRIMARY CARE INC.","TN"
"'04E00503",2019,"fqhc","FOOTHILLS COMMUNITY HEALTH CARE","SC"
"'04E00508",2019,"fqhc","OPPORTUNITIES INDUSTRIALIZATION CENTER, INC.","NC"
"'04E00512",2019,"fqhc","STERLING HEALTH SOLUTIONS, INC","KY"
"'04E00516",2019,"fqhc","CHRIST COMMUNITY HEALTH SERVICES AUGUSTA","GA"
"'04E00517",2019,"fqhc","RURAL HEALTH NETWORK OF MONROE COUNTY FLORIDA, INC.","FL"
"'04E00519",2019,"fqhc","CAHABA MEDICAL CARE FOUNDATION","AL"
"'04E00527",2019,"fqhc","MOUNTAIN COMPREHENSIVE CARE CENTER, INC.","KY"
"'04E00551",2019,"fqhc","HEALTH CARE DISTRICT OF PALM BEACH COUNTY","FL"
"'04E00754",2019,"fqhc","TRIAD ADULT AND PEDIATRIC MEDICINE, INC.","NC"
"'04E01031",2019,"fqhc","J.C. LEWIS PRIMARY HEALTH CARE CENTER, INC.","GA"
"'04E01034",2019,"fqhc","FOUR CORNERS PRIMARY CARE CENTER","GA"
"'04E01055",2019,"fqhc","GOOD SAMARITAN HEALTH CENTER OF COBB, INC.","GA"
"'04E01061",2019,"fqhc","HEALTH EDUCATION, ASSESSMENT AND LEADERSHIP, INC.","GA"
"'04E01063",2019,"fqhc","CARE NET OF LANCASTER","SC"
"'04E01069",2019,"fqhc","FOUNDCARE INC.","FL"
"'04E01070",2019,"fqhc","CENTER FOR PANASIAN COMMUNITY SERVICES INC","GA"
"'04E01082",2019,"fqhc","COASTAL COMMUNITY HEALTH SERVICES, INC.","GA"
"'04E01085",2019,"fqhc","MAURY REGIONAL HOSPITAL","TN"
"'04E01089",2019,"fqhc","CENTER FOR FAMILY AND CHILD ENRICHMENT, INC., THE","FL"
"'04E01090",2019,"fqhc","PENNYROYAL HEALTHCARE SERVICE INC.","KY"
"'04E01095",2019,"fqhc","CHRIST HEALTH CENTER, INC.","AL"
"'04E01116",2019,"fqhc","GATEWAY COMMUNITY HEALTH CENTERS, INC.","NC"
"'04E01125",2019,"fqhc","HEALTHFIRST BLUEGRASS INC.","KY"
"'04E01135",2019,"fqhc","APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS.","NC"
"'04E01140",2019,"fqhc","CHARLOTTE COMMUNITY HEALTH CLINIC, INC","NC"
"'04E01146",2019,"fqhc","CRAVEN COUNTY GOVERNMENT","NC"
"'04E01150",2019,"fqhc","GOOD SAMARITAN HEALTH & WELLNESS CENTER, INC.","GA"
"'04E01160",2019,"fqhc","GENESIS HEALTHCARE, INC","SC"
"'04E01161",2019,"fqhc","TRI-STATE COMMUNITY HEALTH CENTER","TN"
"'04E01171",2019,"fqhc","RECOVERY CONSULTANTS OF ATLANTA, INCORPORATED","GA"
"'04E01172",2019,"fqhc","SHAWNEE CHRISTIAN HEALTHCARE CENTER, INC.","KY"
"'04E01177",2019,"fqhc","APPALACHIAN DISTRICT HEALTH DEPARTMENT","NC"
"'04E01224",2019,"fqhc","HEALTH, TENNESSEE DEPT OF","TN"
"'04E01228",2019,"fqhc","AGAPE COMMUNITY HEALTH CENTER, INC.","FL"
"'04E01241",2019,"fqhc","ALETHEIA HOUSE, INC.","AL"
"'04E01242",2019,"fqhc","ROSA CLARK MEDICAL CLINIC INC","SC"
"'04E01243",2019,"fqhc","WILKES COUNTY OF","NC"
"'04E01244",2019,"fqhc","AUDUBON AREA COMMUNITY CARE CLINIC, INC.","KY"
"'04E01256",2019,"fqhc","PRIMARY CARE MEDICAL SERVICES OF POINCIANA, INC.","FL"
