"fips","year","quarter","establishments","wages","date_approx"
"17101",2020,1,1,0,"2020-2-15"
"17103",2020,1,7,522351,"2020-2-15"
"17105",2020,1,5,0,"2020-2-15"
"17107",2020,1,4,254882,"2020-2-15"
"17109",2020,1,9,236331,"2020-2-15"
"17111",2020,1,114,9791252,"2020-2-15"
"17113",2020,1,53,6135552,"2020-2-15"
"17115",2020,1,29,3442204,"2020-2-15"
"17117",2020,1,12,822829,"2020-2-15"
"17119",2020,1,93,8439390,"2020-2-15"
"17121",2020,1,7,385888,"2020-2-15"
"17123",2020,1,3,173225,"2020-2-15"
"17125",2020,1,3,492017,"2020-2-15"
"17127",2020,1,3,161840,"2020-2-15"
"17129",2020,1,2,0,"2020-2-15"
"17133",2020,1,12,1339818,"2020-2-15"
"17135",2020,1,4,62557,"2020-2-15"
"17137",2020,1,10,419241,"2020-2-15"
"17139",2020,1,1,0,"2020-2-15"
"17141",2020,1,10,1282986,"2020-2-15"
"17143",2020,1,70,8428332,"2020-2-15"
"17145",2020,1,6,490122,"2020-2-15"
"17147",2020,1,4,215056,"2020-2-15"
"17149",2020,1,3,446853,"2020-2-15"
"17155",2020,1,2,0,"2020-2-15"
"17157",2020,1,6,247980,"2020-2-15"
"17159",2020,1,4,293820,"2020-2-15"
"17161",2020,1,51,4332315,"2020-2-15"
"17163",2020,1,68,6421831,"2020-2-15"
"17165",2020,1,4,194081,"2020-2-15"
"17167",2020,1,65,6860295,"2020-2-15"
"17171",2020,1,1,0,"2020-2-15"
"17173",2020,1,2,0,"2020-2-15"
"17177",2020,1,11,3286085,"2020-2-15"
"17179",2020,1,30,2835173,"2020-2-15"
"17181",2020,1,2,0,"2020-2-15"
"17183",2020,1,11,0,"2020-2-15"
"17185",2020,1,2,0,"2020-2-15"
"17187",2020,1,3,87063,"2020-2-15"
"17189",2020,1,3,194853,"2020-2-15"
"17191",2020,1,3,69874,"2020-2-15"
"17193",2020,1,2,0,"2020-2-15"
"17195",2020,1,12,10498275,"2020-2-15"
"17197",2020,1,245,19602557,"2020-2-15"
"17199",2020,1,17,1336895,"2020-2-15"
"17201",2020,1,91,13278210,"2020-2-15"
"17203",2020,1,7,634922,"2020-2-15"
"17999",2020,1,46,1989906,"2020-2-15"
"18000",2020,1,2195,244371942,"2020-2-15"
"18001",2020,1,5,1538883,"2020-2-15"
"18003",2020,1,118,17654752,"2020-2-15"
"18005",2020,1,35,3414684,"2020-2-15"
"18007",2020,1,2,0,"2020-2-15"
"18009",2020,1,3,194637,"2020-2-15"
"18011",2020,1,27,3016063,"2020-2-15"
"18013",2020,1,1,0,"2020-2-15"
"18015",2020,1,8,207673,"2020-2-15"
"18017",2020,1,5,443868,"2020-2-15"
"18019",2020,1,33,3463522,"2020-2-15"
"18021",2020,1,5,313366,"2020-2-15"
"18023",2020,1,10,792373,"2020-2-15"
"18025",2020,1,3,0,"2020-2-15"
"18027",2020,1,5,704461,"2020-2-15"
"18029",2020,1,9,765677,"2020-2-15"
"18031",2020,1,4,588584,"2020-2-15"
"18033",2020,1,12,1308525,"2020-2-15"
"18035",2020,1,43,4784242,"2020-2-15"
"18037",2020,1,19,2650984,"2020-2-15"
"18039",2020,1,50,6251763,"2020-2-15"
"18041",2020,1,5,493854,"2020-2-15"
"18043",2020,1,40,4420948,"2020-2-15"
"18045",2020,1,3,0,"2020-2-15"
"18047",2020,1,7,699005,"2020-2-15"
"18049",2020,1,8,421527,"2020-2-15"
"18051",2020,1,12,628472,"2020-2-15"
"18053",2020,1,15,1581592,"2020-2-15"
"18055",2020,1,11,951291,"2020-2-15"
"18057",2020,1,186,20275398,"2020-2-15"
"18059",2020,1,19,1855095,"2020-2-15"
"18061",2020,1,12,736401,"2020-2-15"
"18063",2020,1,54,5533481,"2020-2-15"
"18065",2020,1,10,887764,"2020-2-15"
"18067",2020,1,32,5361732,"2020-2-15"
"18069",2020,1,4,398365,"2020-2-15"
"18071",2020,1,13,1219497,"2020-2-15"
"18073",2020,1,10,943206,"2020-2-15"
"18075",2020,1,4,213008,"2020-2-15"
"18077",2020,1,13,918230,"2020-2-15"
"18079",2020,1,4,320706,"2020-2-15"
"18081",2020,1,65,7352720,"2020-2-15"
"18083",2020,1,11,994852,"2020-2-15"
"18085",2020,1,16,2211835,"2020-2-15"
"18087",2020,1,7,354782,"2020-2-15"
"18089",2020,1,182,16848426,"2020-2-15"
"18091",2020,1,34,2707475,"2020-2-15"
"18093",2020,1,13,726712,"2020-2-15"
"18095",2020,1,42,4500654,"2020-2-15"
"18097",2020,1,377,43584785,"2020-2-15"
"18099",2020,1,11,766110,"2020-2-15"
"18101",2020,1,1,0,"2020-2-15"
"18103",2020,1,5,350964,"2020-2-15"
"18105",2020,1,43,5231354,"2020-2-15"
"18107",2020,1,12,958202,"2020-2-15"
"18109",2020,1,20,1795007,"2020-2-15"
"18111",2020,1,1,0,"2020-2-15"
"18113",2020,1,11,1060173,"2020-2-15"
"18115",2020,1,1,0,"2020-2-15"
"18117",2020,1,5,239208,"2020-2-15"
"18119",2020,1,3,245792,"2020-2-15"
"18121",2020,1,3,335328,"2020-2-15"
"18123",2020,1,4,232019,"2020-2-15"
"18125",2020,1,1,0,"2020-2-15"
"18127",2020,1,55,8485682,"2020-2-15"
"18129",2020,1,3,0,"2020-2-15"
"18131",2020,1,2,0,"2020-2-15"
"18133",2020,1,8,576536,"2020-2-15"
"18135",2020,1,3,146779,"2020-2-15"
"18137",2020,1,4,512373,"2020-2-15"
"18139",2020,1,3,271752,"2020-2-15"
"18141",2020,1,80,15540213,"2020-2-15"
"18143",2020,1,7,432474,"2020-2-15"
"18145",2020,1,13,0,"2020-2-15"
"18147",2020,1,4,178370,"2020-2-15"
"18149",2020,1,1,0,"2020-2-15"
"18151",2020,1,7,1211003,"2020-2-15"
"18153",2020,1,2,0,"2020-2-15"
"18155",2020,1,1,0,"2020-2-15"
"18157",2020,1,61,6517897,"2020-2-15"
"18159",2020,1,5,461005,"2020-2-15"
"18163",2020,1,71,7358708,"2020-2-15"
"18165",2020,1,3,0,"2020-2-15"
"18167",2020,1,37,2701752,"2020-2-15"
"18169",2020,1,8,363438,"2020-2-15"
"18171",2020,1,1,0,"2020-2-15"
"18173",2020,1,18,1529777,"2020-2-15"
"18175",2020,1,5,322723,"2020-2-15"
"18177",2020,1,21,1288721,"2020-2-15"
"18179",2020,1,5,503101,"2020-2-15"
"18181",2020,1,7,414974,"2020-2-15"
"18183",2020,1,6,692187,"2020-2-15"
"18999",2020,1,27,5974489,"2020-2-15"
"19000",2020,1,1072,116347214,"2020-2-15"
"19001",2020,1,2,0,"2020-2-15"
"19003",2020,1,2,0,"2020-2-15"
"19005",2020,1,3,298844,"2020-2-15"
"19007",2020,1,2,0,"2020-2-15"
"19009",2020,1,1,0,"2020-2-15"
"19011",2020,1,5,262084,"2020-2-15"
"19013",2020,1,41,5827989,"2020-2-15"
"19015",2020,1,6,555476,"2020-2-15"
"19017",2020,1,9,936793,"2020-2-15"
"19019",2020,1,3,0,"2020-2-15"
"19021",2020,1,7,0,"2020-2-15"
"19023",2020,1,2,0,"2020-2-15"
"19025",2020,1,3,127174,"2020-2-15"
"19027",2020,1,9,634126,"2020-2-15"
"19029",2020,1,7,428025,"2020-2-15"
"19031",2020,1,6,280411,"2020-2-15"
"19033",2020,1,21,2803630,"2020-2-15"
"19035",2020,1,4,212400,"2020-2-15"
"19037",2020,1,5,362452,"2020-2-15"
"19039",2020,1,3,110696,"2020-2-15"
"19041",2020,1,7,1001891,"2020-2-15"
"19043",2020,1,3,355354,"2020-2-15"
"19045",2020,1,14,1187368,"2020-2-15"
"19047",2020,1,8,467477,"2020-2-15"
"19049",2020,1,27,3697279,"2020-2-15"
"19051",2020,1,1,0,"2020-2-15"
"19053",2020,1,1,0,"2020-2-15"
"19055",2020,1,4,504619,"2020-2-15"
"19057",2020,1,16,1618742,"2020-2-15"
"19059",2020,1,8,666011,"2020-2-15"
"19061",2020,1,45,6864253,"2020-2-15"
"19063",2020,1,2,0,"2020-2-15"
"19065",2020,1,3,667711,"2020-2-15"
"19067",2020,1,3,359222,"2020-2-15"
"19069",2020,1,2,0,"2020-2-15"
"19071",2020,1,1,0,"2020-2-15"
"19073",2020,1,2,0,"2020-2-15"
"19075",2020,1,2,0,"2020-2-15"
"19077",2020,1,2,0,"2020-2-15"
"19079",2020,1,5,223361,"2020-2-15"
"19081",2020,1,3,375251,"2020-2-15"
"19083",2020,1,6,436435,"2020-2-15"
"19085",2020,1,4,0,"2020-2-15"
"19087",2020,1,9,660791,"2020-2-15"
"19089",2020,1,2,0,"2020-2-15"
"19091",2020,1,2,0,"2020-2-15"
"19093",2020,1,4,125281,"2020-2-15"
"19095",2020,1,7,656862,"2020-2-15"
"19097",2020,1,7,484512,"2020-2-15"
"19099",2020,1,11,865277,"2020-2-15"
"19101",2020,1,5,416108,"2020-2-15"
"19103",2020,1,57,6461897,"2020-2-15"
"19105",2020,1,6,479359,"2020-2-15"
"19107",2020,1,2,0,"2020-2-15"
"19109",2020,1,3,380117,"2020-2-15"
"19111",2020,1,9,689072,"2020-2-15"
"19113",2020,1,84,12221468,"2020-2-15"
"19115",2020,1,3,211157,"2020-2-15"
"19117",2020,1,2,0,"2020-2-15"
"19119",2020,1,3,74382,"2020-2-15"
"19121",2020,1,5,321215,"2020-2-15"
"19123",2020,1,4,674936,"2020-2-15"
"19125",2020,1,9,1054275,"2020-2-15"
"19127",2020,1,12,1291107,"2020-2-15"
"19129",2020,1,2,0,"2020-2-15"
"19131",2020,1,5,120359,"2020-2-15"
"19133",2020,1,1,0,"2020-2-15"
"19135",2020,1,2,0,"2020-2-15"
"19137",2020,1,3,177392,"2020-2-15"
"19139",2020,1,15,1115572,"2020-2-15"
"19141",2020,1,6,640302,"2020-2-15"
"19145",2020,1,4,271153,"2020-2-15"
"19147",2020,1,2,0,"2020-2-15"
"19149",2020,1,4,563870,"2020-2-15"
"19151",2020,1,3,223351,"2020-2-15"
"19153",2020,1,195,24654903,"2020-2-15"
"19155",2020,1,26,2499603,"2020-2-15"
"19157",2020,1,8,242728,"2020-2-15"
"19161",2020,1,3,0,"2020-2-15"
"19163",2020,1,78,8633629,"2020-2-15"
"19165",2020,1,7,234643,"2020-2-15"
"19167",2020,1,13,1095104,"2020-2-15"
"19169",2020,1,29,3620784,"2020-2-15"
"19171",2020,1,2,0,"2020-2-15"
"19175",2020,1,3,285185,"2020-2-15"
"19179",2020,1,12,959546,"2020-2-15"
"19181",2020,1,13,1423353,"2020-2-15"
"19183",2020,1,6,345505,"2020-2-15"
"19185",2020,1,1,0,"2020-2-15"
"19187",2020,1,19,1769407,"2020-2-15"
"19189",2020,1,7,465500,"2020-2-15"
"19191",2020,1,8,753442,"2020-2-15"
"19193",2020,1,33,4108138,"2020-2-15"
"19195",2020,1,1,0,"2020-2-15"
"19197",2020,1,5,312513,"2020-2-15"
"20000",2020,1,990,103548661,"2020-2-15"
"20001",2020,1,3,130356,"2020-2-15"
"20003",2020,1,1,0,"2020-2-15"
"20005",2020,1,5,405893,"2020-2-15"
"20009",2020,1,8,461736,"2020-2-15"
"20011",2020,1,2,0,"2020-2-15"
"20013",2020,1,3,155124,"2020-2-15"
"20015",2020,1,12,1241901,"2020-2-15"
"20019",2020,1,1,0,"2020-2-15"
"20021",2020,1,2,0,"2020-2-15"
"20023",2020,1,2,0,"2020-2-15"
"20027",2020,1,3,239736,"2020-2-15"
"20029",2020,1,2,0,"2020-2-15"
"20031",2020,1,4,186594,"2020-2-15"
"20035",2020,1,10,907060,"2020-2-15"
"20037",2020,1,11,1872154,"2020-2-15"
"20039",2020,1,1,0,"2020-2-15"
"20041",2020,1,4,114855,"2020-2-15"
"20043",2020,1,1,0,"2020-2-15"
"20045",2020,1,53,5514724,"2020-2-15"
"20047",2020,1,1,0,"2020-2-15"
"20051",2020,1,15,1793882,"2020-2-15"
"20053",2020,1,2,0,"2020-2-15"
"20055",2020,1,13,1596124,"2020-2-15"
"20057",2020,1,8,1228075,"2020-2-15"
"20059",2020,1,5,449221,"2020-2-15"
"20061",2020,1,5,483130,"2020-2-15"
"20063",2020,1,1,0,"2020-2-15"
"20065",2020,1,1,0,"2020-2-15"
"20067",2020,1,2,0,"2020-2-15"
"20073",2020,1,1,0,"2020-2-15"
"20075",2020,1,1,0,"2020-2-15"
"20077",2020,1,1,0,"2020-2-15"
"20079",2020,1,9,1206684,"2020-2-15"
"20085",2020,1,3,0,"2020-2-15"
"20087",2020,1,1,0,"2020-2-15"
"20091",2020,1,328,34130277,"2020-2-15"
"20093",2020,1,1,0,"2020-2-15"
"20095",2020,1,2,0,"2020-2-15"
"20099",2020,1,4,275245,"2020-2-15"
"20103",2020,1,15,1352820,"2020-2-15"
"20105",2020,1,1,0,"2020-2-15"
"20107",2020,1,2,0,"2020-2-15"
"20109",2020,1,2,0,"2020-2-15"
"20111",2020,1,9,629334,"2020-2-15"
"20113",2020,1,8,955973,"2020-2-15"
"20115",2020,1,1,0,"2020-2-15"
"20117",2020,1,3,0,"2020-2-15"
"20119",2020,1,1,0,"2020-2-15"
"20121",2020,1,10,600015,"2020-2-15"
"20123",2020,1,2,0,"2020-2-15"
"20125",2020,1,10,490469,"2020-2-15"
"20127",2020,1,1,0,"2020-2-15"
"20131",2020,1,6,402639,"2020-2-15"
"20133",2020,1,3,182960,"2020-2-15"
"20137",2020,1,2,0,"2020-2-15"
"20139",2020,1,2,0,"2020-2-15"
"20141",2020,1,1,0,"2020-2-15"
"20143",2020,1,1,0,"2020-2-15"
"20145",2020,1,1,0,"2020-2-15"
"20147",2020,1,1,0,"2020-2-15"
"20149",2020,1,4,333082,"2020-2-15"
"20151",2020,1,3,431750,"2020-2-15"
"20153",2020,1,1,0,"2020-2-15"
"20155",2020,1,21,1919970,"2020-2-15"
"20157",2020,1,1,0,"2020-2-15"
"20159",2020,1,2,0,"2020-2-15"
"20161",2020,1,24,3015883,"2020-2-15"
"20163",2020,1,2,0,"2020-2-15"
"20165",2020,1,1,0,"2020-2-15"
"20167",2020,1,1,0,"2020-2-15"
"20169",2020,1,21,2961487,"2020-2-15"
"20171",2020,1,2,0,"2020-2-15"
"20173",2020,1,175,21846587,"2020-2-15"
"20175",2020,1,4,254910,"2020-2-15"
"20177",2020,1,56,7301856,"2020-2-15"
"20179",2020,1,1,0,"2020-2-15"
"20181",2020,1,3,120462,"2020-2-15"
"20185",2020,1,1,0,"2020-2-15"
"20189",2020,1,1,0,"2020-2-15"
"20191",2020,1,6,375957,"2020-2-15"
"20193",2020,1,2,0,"2020-2-15"
"20201",2020,1,1,0,"2020-2-15"
"20203",2020,1,1,0,"2020-2-15"
"20205",2020,1,2,0,"2020-2-15"
"20207",2020,1,1,0,"2020-2-15"
"20209",2020,1,38,3932480,"2020-2-15"
"20999",2020,1,1,0,"2020-2-15"
"21000",2020,1,1553,121594498,"2020-2-15"
"21001",2020,1,3,218550,"2020-2-15"
"21003",2020,1,4,136485,"2020-2-15"
"21005",2020,1,6,262438,"2020-2-15"
"21007",2020,1,2,0,"2020-2-15"
"21009",2020,1,10,750984,"2020-2-15"
"21011",2020,1,1,0,"2020-2-15"
"21013",2020,1,8,276774,"2020-2-15"
"21015",2020,1,60,6912793,"2020-2-15"
"21017",2020,1,9,456024,"2020-2-15"
"21019",2020,1,23,1581173,"2020-2-15"
"21021",2020,1,18,1007457,"2020-2-15"
"21023",2020,1,1,0,"2020-2-15"
"21025",2020,1,1,0,"2020-2-15"
"21027",2020,1,4,128109,"2020-2-15"
"21029",2020,1,24,1820419,"2020-2-15"
"21031",2020,1,1,0,"2020-2-15"
"21033",2020,1,3,0,"2020-2-15"
"21035",2020,1,14,935890,"2020-2-15"
"21037",2020,1,31,2818598,"2020-2-15"
"21039",2020,1,1,0,"2020-2-15"
"21041",2020,1,1,0,"2020-2-15"
"21043",2020,1,3,170406,"2020-2-15"
"21045",2020,1,2,0,"2020-2-15"
"21047",2020,1,15,898097,"2020-2-15"
"21049",2020,1,16,1500547,"2020-2-15"
"21051",2020,1,3,83477,"2020-2-15"
"21053",2020,1,1,0,"2020-2-15"
"21057",2020,1,2,0,"2020-2-15"
"21059",2020,1,45,3565518,"2020-2-15"
"21061",2020,1,1,0,"2020-2-15"
"21063",2020,1,2,0,"2020-2-15"
"21065",2020,1,4,127641,"2020-2-15"
"21067",2020,1,170,16031043,"2020-2-15"
"21069",2020,1,3,198185,"2020-2-15"
"21071",2020,1,16,674836,"2020-2-15"
"21073",2020,1,23,2994803,"2020-2-15"
"21077",2020,1,1,0,"2020-2-15"
"21079",2020,1,1,0,"2020-2-15"
"21081",2020,1,5,450363,"2020-2-15"
"21083",2020,1,6,585966,"2020-2-15"
"21085",2020,1,4,243037,"2020-2-15"
"21087",2020,1,3,157896,"2020-2-15"
"21089",2020,1,5,387265,"2020-2-15"
"21091",2020,1,2,0,"2020-2-15"
"21093",2020,1,44,4115080,"2020-2-15"
"21095",2020,1,5,220655,"2020-2-15"
"21097",2020,1,9,426991,"2020-2-15"
"21099",2020,1,4,305066,"2020-2-15"
"21101",2020,1,14,1164782,"2020-2-15"
"21103",2020,1,4,138321,"2020-2-15"
"21105",2020,1,1,0,"2020-2-15"
"21107",2020,1,11,1192918,"2020-2-15"
"21111",2020,1,364,29515457,"2020-2-15"
"21113",2020,1,17,905806,"2020-2-15"
"21115",2020,1,4,0,"2020-2-15"
"21117",2020,1,54,5347235,"2020-2-15"
"21119",2020,1,3,0,"2020-2-15"
"21121",2020,1,9,0,"2020-2-15"
"21123",2020,1,2,0,"2020-2-15"
"21125",2020,1,23,1651952,"2020-2-15"
"21127",2020,1,2,0,"2020-2-15"
"21131",2020,1,3,0,"2020-2-15"
"21133",2020,1,2,0,"2020-2-15"
"21135",2020,1,2,0,"2020-2-15"
"21137",2020,1,1,0,"2020-2-15"
"21139",2020,1,1,0,"2020-2-15"
"21141",2020,1,5,248224,"2020-2-15"
"21143",2020,1,1,0,"2020-2-15"
"21145",2020,1,42,3693014,"2020-2-15"
"21147",2020,1,1,0,"2020-2-15"
"21149",2020,1,1,0,"2020-2-15"
"21151",2020,1,29,1610545,"2020-2-15"
"21153",2020,1,2,0,"2020-2-15"
"21155",2020,1,5,330871,"2020-2-15"
"21157",2020,1,6,406656,"2020-2-15"
"21159",2020,1,1,0,"2020-2-15"
"21161",2020,1,7,423693,"2020-2-15"
"21163",2020,1,3,0,"2020-2-15"
"21167",2020,1,4,141149,"2020-2-15"
"21169",2020,1,2,0,"2020-2-15"
"21171",2020,1,5,176093,"2020-2-15"
"21173",2020,1,10,701124,"2020-2-15"
"21175",2020,1,2,0,"2020-2-15"
"21177",2020,1,7,341519,"2020-2-15"
"21179",2020,1,15,1066239,"2020-2-15"
"21181",2020,1,1,0,"2020-2-15"
"21183",2020,1,7,246353,"2020-2-15"
"21185",2020,1,28,1913403,"2020-2-15"
"21187",2020,1,2,0,"2020-2-15"
"21189",2020,1,1,0,"2020-2-15"
"21191",2020,1,2,0,"2020-2-15"
"21193",2020,1,7,344285,"2020-2-15"
"21195",2020,1,23,1234107,"2020-2-15"
"21197",2020,1,1,0,"2020-2-15"
"21199",2020,1,28,2306906,"2020-2-15"
"21203",2020,1,2,0,"2020-2-15"
"21205",2020,1,11,732318,"2020-2-15"
"21207",2020,1,5,198467,"2020-2-15"
"21209",2020,1,22,2048743,"2020-2-15"
"21211",2020,1,17,1399937,"2020-2-15"
"21213",2020,1,5,341980,"2020-2-15"
"21215",2020,1,3,0,"2020-2-15"
"21217",2020,1,9,443488,"2020-2-15"
"21221",2020,1,3,118123,"2020-2-15"
"21223",2020,1,1,0,"2020-2-15"
"21225",2020,1,3,193879,"2020-2-15"
"21227",2020,1,50,5229193,"2020-2-15"
"21229",2020,1,3,252174,"2020-2-15"
"21231",2020,1,5,273221,"2020-2-15"
"21233",2020,1,1,0,"2020-2-15"
"21235",2020,1,12,408718,"2020-2-15"
"21239",2020,1,11,466627,"2020-2-15"
"21999",2020,1,5,201519,"2020-2-15"
"22000",2020,1,1631,121819326,"2020-2-15"
"22001",2020,1,15,814831,"2020-2-15"
"22003",2020,1,3,0,"2020-2-15"
"22005",2020,1,39,3027322,"2020-2-15"
"22009",2020,1,6,314802,"2020-2-15"
"22011",2020,1,10,717101,"2020-2-15"
"22013",2020,1,1,0,"2020-2-15"
"22015",2020,1,40,3523438,"2020-2-15"
"22017",2020,1,100,9103362,"2020-2-15"
"22019",2020,1,70,6311219,"2020-2-15"
"22021",2020,1,3,0,"2020-2-15"
"22025",2020,1,1,0,"2020-2-15"
"22027",2020,1,5,417350,"2020-2-15"
"22029",2020,1,5,377435,"2020-2-15"
"22031",2020,1,3,258361,"2020-2-15"
"22033",2020,1,210,17735158,"2020-2-15"
"22035",2020,1,1,0,"2020-2-15"
"22037",2020,1,1,0,"2020-2-15"
"22039",2020,1,9,459794,"2020-2-15"
"22041",2020,1,2,0,"2020-2-15"
"22043",2020,1,1,0,"2020-2-15"
"22045",2020,1,23,1246915,"2020-2-15"
"22047",2020,1,5,333964,"2020-2-15"
"22049",2020,1,1,0,"2020-2-15"
"22051",2020,1,233,14969645,"2020-2-15"
"22053",2020,1,6,0,"2020-2-15"
"22055",2020,1,131,10062213,"2020-2-15"
"22057",2020,1,26,2453333,"2020-2-15"
"22059",2020,1,1,0,"2020-2-15"
"22061",2020,1,14,1383678,"2020-2-15"
"22063",2020,1,31,3222289,"2020-2-15"
"22067",2020,1,6,254205,"2020-2-15"
"22069",2020,1,7,0,"2020-2-15"
"22071",2020,1,131,6953650,"2020-2-15"
"22073",2020,1,81,7374902,"2020-2-15"
"22075",2020,1,6,466422,"2020-2-15"
"22077",2020,1,1,0,"2020-2-15"
"22079",2020,1,47,3379102,"2020-2-15"
"22083",2020,1,6,371866,"2020-2-15"
"22085",2020,1,2,0,"2020-2-15"
"22087",2020,1,8,718380,"2020-2-15"
"22089",2020,1,17,1066082,"2020-2-15"
"22091",2020,1,1,0,"2020-2-15"
"22093",2020,1,5,504549,"2020-2-15"
"22095",2020,1,8,526163,"2020-2-15"
"22097",2020,1,21,1126925,"2020-2-15"
"22099",2020,1,6,483170,"2020-2-15"
"22101",2020,1,10,492581,"2020-2-15"
"22103",2020,1,140,10489309,"2020-2-15"
"22105",2020,1,44,2891510,"2020-2-15"
"22109",2020,1,43,3172280,"2020-2-15"
"22111",2020,1,2,0,"2020-2-15"
"22113",2020,1,12,635809,"2020-2-15"
"22115",2020,1,1,0,"2020-2-15"
"22117",2020,1,9,528214,"2020-2-15"
"22119",2020,1,6,443663,"2020-2-15"
"22121",2020,1,5,466685,"2020-2-15"
"22123",2020,1,1,0,"2020-2-15"
"22125",2020,1,4,536537,"2020-2-15"
"22127",2020,1,3,99399,"2020-2-15"
"22999",2020,1,2,0,"2020-2-15"
"23000",2020,1,437,50359468,"2020-2-15"
"23001",2020,1,27,3999283,"2020-2-15"
"23003",2020,1,14,1115591,"2020-2-15"
"23005",2020,1,134,19037860,"2020-2-15"
"23007",2020,1,9,883644,"2020-2-15"
"23009",2020,1,20,1396455,"2020-2-15"
"23011",2020,1,47,4545536,"2020-2-15"
"23013",2020,1,21,1673685,"2020-2-15"
"23015",2020,1,7,341190,"2020-2-15"
"23017",2020,1,11,1029606,"2020-2-15"
"23019",2020,1,51,6794627,"2020-2-15"
"23021",2020,1,4,542228,"2020-2-15"
"23023",2020,1,11,1337272,"2020-2-15"
"23025",2020,1,8,441469,"2020-2-15"
"23027",2020,1,6,606445,"2020-2-15"
"23029",2020,1,4,0,"2020-2-15"
"23031",2020,1,62,6143047,"2020-2-15"
"23999",2020,1,1,0,"2020-2-15"
"24000",2020,1,2567,240357181,"2020-2-15"
"24001",2020,1,28,1966163,"2020-2-15"
"24003",2020,1,216,24526510,"2020-2-15"
"24005",2020,1,370,34874249,"2020-2-15"
"24009",2020,1,28,3177238,"2020-2-15"
"24011",2020,1,4,306202,"2020-2-15"
"24013",2020,1,71,6700119,"2020-2-15"
"24015",2020,1,24,1828374,"2020-2-15"
"24017",2020,1,55,8056238,"2020-2-15"
"24019",2020,1,5,0,"2020-2-15"
"24021",2020,1,106,12069569,"2020-2-15"
"24023",2020,1,8,589273,"2020-2-15"
"24025",2020,1,93,10137944,"2020-2-15"
"24027",2020,1,197,16079124,"2020-2-15"
"24029",2020,1,5,468691,"2020-2-15"
"24031",2020,1,745,58762333,"2020-2-15"
"24033",2020,1,308,22797205,"2020-2-15"
"24035",2020,1,14,1294821,"2020-2-15"
"24037",2020,1,30,5380070,"2020-2-15"
"24039",2020,1,1,0,"2020-2-15"
"24041",2020,1,20,1542101,"2020-2-15"
"24043",2020,1,35,6436878,"2020-2-15"
"24045",2020,1,38,4414933,"2020-2-15"
"24047",2020,1,16,1686350,"2020-2-15"
"24510",2020,1,119,14827094,"2020-2-15"
"24999",2020,1,31,0,"2020-2-15"
"25000",2020,1,3115,349318083,"2020-2-15"
"25001",2020,1,101,10775142,"2020-2-15"
"25003",2020,1,54,5963697,"2020-2-15"
"25005",2020,1,192,26013441,"2020-2-15"
"25007",2020,1,9,575551,"2020-2-15"
"25009",2020,1,364,43589476,"2020-2-15"
"25011",2020,1,17,1598270,"2020-2-15"
"25013",2020,1,160,24363469,"2020-2-15"
"25015",2020,1,50,5742350,"2020-2-15"
"25017",2020,1,898,91084354,"2020-2-15"
"25019",2020,1,6,489177,"2020-2-15"
"25021",2020,1,442,49805463,"2020-2-15"
"25023",2020,1,197,21042192,"2020-2-15"
"25025",2020,1,286,29046347,"2020-2-15"
"25027",2020,1,331,39054519,"2020-2-15"
"25999",2020,1,8,174635,"2020-2-15"
"26000",2020,1,1,0,"2020-2-15"
"26000",2020,1,3598,382102395,"2020-2-15"
"26001",2020,1,2,0,"2020-2-15"
"26003",2020,1,2,0,"2020-2-15"
"26005",2020,1,21,2162466,"2020-2-15"
"26007",2020,1,10,738414,"2020-2-15"
"26009",2020,1,4,249029,"2020-2-15"
"26011",2020,1,2,0,"2020-2-15"
"26013",2020,1,2,0,"2020-2-15"
"26015",2020,1,8,743999,"2020-2-15"
"26017",2020,1,33,2598056,"2020-2-15"
"26019",2020,1,1,0,"2020-2-15"
"26021",2020,1,42,3760196,"2020-2-15"
"26023",2020,1,7,780650,"2020-2-15"
"26025",2020,1,43,3395790,"2020-2-15"
"26027",2020,1,4,525258,"2020-2-15"
"26029",2020,1,10,661730,"2020-2-15"
"26031",2020,1,6,394252,"2020-2-15"
"26033",2020,1,7,215025,"2020-2-15"
"26035",2020,1,3,230422,"2020-2-15"
"26037",2020,1,12,1375600,"2020-2-15"
"26039",2020,1,2,0,"2020-2-15"
"26041",2020,1,16,1375928,"2020-2-15"
"26043",2020,1,13,1239922,"2020-2-15"
"26045",2020,1,35,3083337,"2020-2-15"
"26047",2020,1,25,8111693,"2020-2-15"
"26049",2020,1,166,18279516,"2020-2-15"
"26051",2020,1,3,0,"2020-2-15"
"26053",2020,1,3,185300,"2020-2-15"
"26055",2020,1,45,6355380,"2020-2-15"
"26057",2020,1,7,866086,"2020-2-15"
"26059",2020,1,8,567623,"2020-2-15"
"26061",2020,1,8,918281,"2020-2-15"
"26063",2020,1,10,1112154,"2020-2-15"
"26065",2020,1,134,12826795,"2020-2-15"
"26067",2020,1,16,2636402,"2020-2-15"
"26069",2020,1,8,477800,"2020-2-15"
"26071",2020,1,1,0,"2020-2-15"
"26073",2020,1,14,1496320,"2020-2-15"
"26075",2020,1,47,4325712,"2020-2-15"
"26077",2020,1,105,10987992,"2020-2-15"
"26079",2020,1,4,904510,"2020-2-15"
"26081",2020,1,247,33376653,"2020-2-15"
"26087",2020,1,22,1875146,"2020-2-15"
"26089",2020,1,8,1532904,"2020-2-15"
"26091",2020,1,23,2032499,"2020-2-15"
