"dataset","NOHSS_topic","indicator_short","indicator_text","indicator_tooltip","geo_name","geo_abr","fips_code","fips_code_1","years","year_min","desired_direction","unit","value","lower_CI","upper_CI","indicator_calculation","base_population","geo_type","measure_value","measure_group","indicator","X6","geo_level","geo_abr_1","service","id"
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","Arkansas","AR","5",NA,"2018","2018","higher","percent",56.1,58.1,54.1,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1094
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Arkansas","AR","5",NA,"2012","2012","lower","percent",23.7,26.2,21.2,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1095
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Arkansas","AR","5",NA,"2014","2014","lower","percent",21.7,24.1,19.3,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1096
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Arkansas","AR","5",NA,"2016","2016","lower","percent",22.7,25.6,19.8,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1097
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Arkansas","AR","5",NA,"2018","2018","lower","percent",21.5,23.6,19.4,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1098
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Arkansas","AR","5",NA,"2012","2012","lower","percent",48.4,51.3,45.5,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1099
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Arkansas","AR","5",NA,"2016","2016","lower","percent",45.6,48.8,42.4,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1100
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Arkansas","AR","5",NA,"2014","2014","lower","percent",46.4,49.2,43.6,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1101
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Arkansas","AR","5",NA,"2018","2018","lower","percent",45.3,47.9,42.7,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1102
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","California","CA","6",NA,"2016","2016","higher","percent",67.1,68.2,66,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1103
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","California","CA","6",NA,"2014","2014","higher","percent",65.1,66.4,63.8,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1104
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","California","CA","6",NA,"2012","2012","higher","percent",67,68.1,65.9,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1105
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","California","CA","6",NA,"2018","2018","higher","percent",67.4,68.5,66.3,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1106
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","California","CA","6",NA,"2016","2016","lower","percent",9.3,10.9,7.7,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1107
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","California","CA","6",NA,"2014","2014","lower","percent",8.7,10.4,7,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1108
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","California","CA","6",NA,"2012","2012","lower","percent",8.7,10,7.4,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1109
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","California","CA","6",NA,"2018","2018","lower","percent",7.3,8.7,5.9,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1110
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","California","CA","6",NA,"2012","2012","lower","percent",28.8,31,26.6,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1111
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","California","CA","6",NA,"2014","2014","lower","percent",30,32.6,27.4,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1112
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","California","CA","6",NA,"2016","2016","lower","percent",27.8,30.4,25.2,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1113
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","California","CA","6",NA,"2018","2018","lower","percent",25.5,28,23,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1114
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","Colorado","CO","8",NA,"2016","2016","higher","percent",67,68,66,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1115
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","Colorado","CO","8",NA,"2012","2012","higher","percent",65.3,66.5,64.1,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1116
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","Colorado","CO","8",NA,"2014","2014","higher","percent",67,68.1,65.9,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1117
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","Colorado","CO","8",NA,"2018","2018","higher","percent",67.6,68.8,66.4,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1118
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Colorado","CO","8",NA,"2014","2014","lower","percent",10.4,11.6,9.2,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1119
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Colorado","CO","8",NA,"2016","2016","lower","percent",9.8,10.9,8.7,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1120
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Colorado","CO","8",NA,"2012","2012","lower","percent",12.4,13.9,10.9,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1121
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Colorado","CO","8",NA,"2018","2018","lower","percent",9.9,11.2,8.6,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1122
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Colorado","CO","8",NA,"2018","2018","lower","percent",24.8,26.7,22.9,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1123
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Colorado","CO","8",NA,"2012","2012","lower","percent",32.4,34.4,30.4,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1124
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Colorado","CO","8",NA,"2014","2014","lower","percent",30,31.8,28.2,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1125
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Colorado","CO","8",NA,"2016","2016","lower","percent",25.6,27.1,24.1,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1126
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","Connecticut","CT","9",NA,"2014","2014","higher","percent",74.9,76.3,73.5,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1127
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","Connecticut","CT","9",NA,"2012","2012","higher","percent",76.1,77.4,74.8,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1128
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","Connecticut","CT","9",NA,"2016","2016","higher","percent",77.8,78.9,76.7,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1129
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","Connecticut","CT","9",NA,"2018","2018","higher","percent",76.5,77.7,75.3,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1130
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Connecticut","CT","9",NA,"2014","2014","lower","percent",10.5,12.1,8.9,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1131
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Connecticut","CT","9",NA,"2012","2012","lower","percent",13.6,15.6,11.6,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1132
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Connecticut","CT","9",NA,"2016","2016","lower","percent",9.6,10.9,8.3,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1133
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ without natural teeth","percent of adults who lost all their natural teeth","adults age 65+ who lost all their natural teeth","Connecticut","CT","9",NA,"2018","2018","lower","percent",9,10.6,7.4,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1134
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Connecticut","CT","9",NA,"2012","2012","lower","percent",35.6,38.1,33.1,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1135
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Connecticut","CT","9",NA,"2016","2016","lower","percent",30.4,32.3,28.5,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1136
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Connecticut","CT","9",NA,"2014","2014","lower","percent",31.6,34.2,29,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1137
"Behavior Risk Factor Surveillance System","health outcome","adults age 65+ with severe tooth loss","percent of adults age 65+ who have lost 6+ teeth","adults age 65+ who have lost 6+ teeth","Connecticut","CT","9",NA,"2018","2018","lower","percent",27.5,29.6,25.4,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1138
"Behavior Risk Factor Surveillance System","access to care","adult 18+ dental visit","percent of adults age 18+ who visited a dentist in the previous year","adults age 18+ who visited a dentist in the previous year","Delaware","DE","10",NA,"2014","2014","higher","percent",66.5,68.6,64.4,"Crude Prevalence",NA,NA,NA,NA,NA,NA,NA,NA,NA,1139
